NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,gs,yearb,Nb_CScomplex_inArticle,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,SimplifiedName,ncbi,mito,dna,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,Geo_dif3,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric,Repro_invest,Larv_type,shallow
Chelon sp.,NA,Chelon,Actinopterygii,Chordata,Chelon,"Durand, JD; Hubert, N; Shen, KN; Borsa, P",2017,DNA barcoding grey mullets,REVIEWS IN FISH BIOLOGY AND FISHERIES,27,233,243,mtDNA,10,NA,Allopatric,NA,NA,NA,23,9,NA,NA,global,complex previously described,Not sure - need to look up elsewhere,Coastal,"Pelagic, Coastal",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,Allopatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE,NA,NA,FALSE
Chicoreus spp.,NA,Chicoreus,Gastropoda,Mollusca,Chicoreus,"Castelin, Magalie; Lambourdiere, Josie; Boisselier, Marie-Catherine; Lozouet, Pierre; Couloux, Arnaud; Cruaud, Corinne; Samadi, Sarah",2010,Hidden diversity and endemism on seamounts: focus on poorly dispersive neogastropods,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,100,420,438,mtDNA,3,NA,Allopatric,NA,NA,NA,59,8,NA,NA,Pacific,NA,NA,"Deep sea, seamount",Demersal or benthic,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, seamount,Demersal or benthic",TRUE,100,NA,Inaccessible,NA,Demersal or benthic,Allopatric,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE,NA,NA,FALSE
Chthamalus spp.,NA,Chthamalus,Thecostraca,Arthropoda,Chthamalus,"Pitombo, Fabio Bettini; Burton, Ron",2007,"Systematics and biogeography of Tropical Eastern Pacific Chthamalus with descriptions of two new species (cirripedia, thoracica)",ZOOTAXA,NA,1,30,mtDNA,3,Statistic,"Allopatric, Sympatric",NA,NA,TRUE,16,NA,27,3,Pacific,NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,TRUE,LOW,PT,TRUE
Clarkcoma sp.,NA,Clarkcoma,Ophiuroidea,Echinodermata,Clarkcoma,"Naughton, K. M.; O'Hara, T. D.; Appleton, B.; Cisternas, P. A.",2014,Antitropical distributions and species delimitation in a group of ophiocomid brittle stars (Echinodermata: Ophiuroidea: Ophiocomidae),MOLECULAR PHYLOGENETICS AND EVOLUTION,78,232,244,"mtDNA, microsatellites, other nuclear, ITS",3,NA,Sympatric,Yes,NA,TRUE,264,28,300,NA,NA,NA,"Planktotroph, Lecithotrophic","Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,NA,Accessible,NA,Demersal or benthic,Sympatric,NA,NA,NA,Echinodermata_Ophiuroidea,Y,E,N,N,NA,TRUE,NA,NA,FALSE
Clathrina spp.,NA,Clathrina,Calcarea,Porifera,Clathrina,"KLAUTAU, M; SOLECAVA, AM; BOROJEVIC, R",1994,"BIOCHEMICAL SYSTEMATICS OF SIBLING SYMPATRIC SPECIES OF CLATHRINA (PORIFERA, CALCAREA)",Biochemical Systematics and Ecology,22,367,375,Allozymes,4,Statistic,Sympatric,NA,NA,TRUE,141,1,220,1,Atlantic,larval info not given.,NA,"Rocky shore, Coastal","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,25,Rocky,Average,NA,Demersal or benthic,Sympatric,FALSE,TRUE,FALSE,Porifera_Calcarea,Y,E,N,N,TRUE,TRUE,NA,NA,TRUE
Clytia spp.,NA,Clytia,Hydrozoa,Cnidaria,Clytia,"Lindner, Alberto; Govindarajan, Annette F.; Migotto, Alvaro E.",2011,"Cryptic species, life cycles, and the phylogeny of Clytia (Cnidaria: Hydrozoa: Campanulariidae)",ZOOTAXA,NA,23,36,"mtDNA, other nuclear",7,No differentiation,"Allopatric, Sympatric",NA,NA,TRUE,13,7,10,9,"Atlantic, Mediterranean",NA,"Planktotroph, Pelagic","Pelagic, Rocky shore, Coastal, fouling communities","Pelagic, Demersal or benthic",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Pelagic, Rocky shore, Coastal, fouling communities,Pelagic, Demersal or benthic",TRUE,1000,Rocky,Average,High,Demersal or benthic,"Sympatric, Allopatric",TRUE,FALSE,FALSE,Cnidaria_Hydrozoa,N,E,N,N,TRUE,TRUE,LOW,PT,FALSE
Columbella spp.,NA,Columbella,Gastropoda,Mollusca,Columbella,"Russini, V; Fassio, G; Modica, MV; deMaintenon, MJ; Oliverio, M",2017,"An assessment of the genus Columbella Lamarck, 1799 (Gastropoda: Columbellidae) from eastern Atlantic",ZOOSYSTEMA,39,197,212,mtDNA,NA,NA,Allopatric,NA,Yes,TRUE,40,26,NA,NA,"East Atlantic Ocean (Africa, Macaronesia) , Mediterranean Sea",NA,"Planktotroph, non-planktotrophic (vary between distinct CS)",Coastal,Coastal,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,NA,NA,Average,NA,NA,Allopatric,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE,LOW,PT,FALSE
Crassostrea spp.,NA,Crassostrea,Bivalvia,Mollusca,Crassostrea,"Ignacio, BL; Absher, TM; Lazoski, C; Sole-Cava, AM",2000,Genetic evidence of the presence of two species of Crassostrea (Bivalvia : Ostreidae) on the coast of Brazil,MARINE BIOLOGY,136,987,991,Allozymes,2,NA,Sympatric,NA,NA,TRUE,148,3,NA,NA,Atlantic,data on growth rate and larval morphology is elsewhere.,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools, mangrove","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, mangrove,Demersal or benthic, Coastal",TRUE,10,Rocky,Accessible,NA,Demersal or benthic,Sympatric,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,TRUE,LOW,PT,FALSE
Crepidula spp.,NA,Crepidula,Gastropoda,Mollusca,Crepidula,"Veliz, D; Winkler, FM; Guisado, C",2003,Developmental and genetic evidence for the existence of three morphologically cryptic species of Crepidula in northern Chile,MARINE BIOLOGY,143,131,142,Allozymes,3,No differentiation,Sympatric,Yes,NA,TRUE,122,4,12,4,Pacific,NA,"Planktotroph, Direct development, nurse eggs","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,Very low or null,Demersal or benthic,Sympatric,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE,NA,NA,TRUE
Cryptasterina,NA,Cryptasterina,Asteroidea,Echinodermata,Cryptasterina,"Hart, MW; Johnson, SL; Addison, JA; Byrne, M",2004,Strong character incongruence and character choice in phylogeny of sea stars of the Asterinidae,INVERTEBRATE BIOLOGY,123,343,356,mtDNA,4,No differentiation,unknown,NA,NA,NA,4,NA,NA,NA,Australia,NA,"Lecithotrophic, vivparous",unknown,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,TRUE,FALSE,FALSE,Echinodermata_Asteroidea,Y,E,N,N,TRUE,NA,HIGH,LT,FALSE
Dendronotus spp.,NA,Dendronotus,Gastropoda,Mollusca,Dendronotus,"Thollesson, M",1998,"Discrimination of two Dendronotus species by allozyme electrophoresis and the reinstatement of Dendronotus lacteus (Thompson, 1840) (Nudibranchia, Dendronotoidea)",ZOOLOGICA SCRIPTA,27,189,195,Allozymes,2,Diagnostic,Sympatric,NA,NA,TRUE,10,1,17,1,Atlantic,NA,NA,unknown,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE,NA,NA,FALSE
Dipolydora spp.,NA,Dipolydora,Polychaeta,Annelida,Dipolydora,"Manchenko, GP; Radashevsky, VI",2002,"Genetic differences between two sibling sympatric Dipolydora species (Polychaeta : Spionidae) from the Sea of Japan, and a new species description",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,82,193,199,Allozymes,2,Statistic,Sympatric,Yes,NA,TRUE,57,1,NA,1,Pacific,NA,NA,"Soft sediment, chaetopterus tubes, bivalve shells",Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, chaetopterus tubes, bivalve shells,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,Sympatric,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,TRUE,NA,NA,TRUE
Discoporella spp.,NA,Discoporella,Gymnolaemata,Bryozoa,Discoporella,"Dick, MH; Herrera-Cubilla, A; Jackson, JBC",2003,"Molecular phylogeny reveals extensive ancient and ongoing radiations in a snapping shrimp species complex (Crustacea, Alpheidae, Alpheus armillatus)",Molecular Phylogenetics and Evolution,50,268,281,mtDNA,3,NA,"Allopatric, Sympatric",NA,NA,NA,88,5,NA,NA,Pacific,NA,Lecithotrophic,Soft sediment,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,"Sympatric, Allopatric",NA,NA,NA,Bryozoa_Gymnolaemata,Y,I,N,N,NA,TRUE,HIGH,LT,FALSE
Doto spp.,NA,Doto,Gastropoda,Mollusca,Doto,"Shipman, Carissa; Gosliner, Terrence",2015,"Molecular and morphological systematics of Doto Oken, 1851 (Gastropoda: Heterobranchia), with descriptions of five new species and a new genus",ZOOTAXA,3973,57,101,"mtDNA, other nuclear",5,Statistic,"Allopatric, Sympatric",Yes,NA,TRUE,70,11,NA,NA,Global,NA,"Planktotroph, Lecithotrophic",various,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"various,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,"Sympatric, Allopatric",FALSE,TRUE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE,NA,NA,FALSE
Drymonema spp.,NA,Drymonema,Scyphozoa,Cnidaria,Drymonema,"Bayha, Keith M.; Dawson, Michael N.",2010,"New Family of Allomorphic Jellyfishes, Drymonematidae (Scyphozoa, Discomedusae), Emphasizes Evolution in the Functional Morphology and Trophic Ecology of Gelatinous Zooplankton",BIOLOGICAL BULLETIN,219,249,267,"mtDNA, other nuclear, ITS",3,Statistic,Allopatric,NA,NA,TRUE,13,5,19,6,"Mediterranean, Atlantic",NA,NA,Pelagic,Pelagic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,FALSE,TRUE,FALSE,Cnidaria_Scyphozoa,N,E,N,N,TRUE,FALSE,NA,NA,FALSE
Othilia spp.,NA,Echinaster,Asteroidea,Echinodermata,Echinaster,"TUTTLE, RD; LINDAHL, R",1980,GENETIC-VARIABILITY IN 3 CO-OCCURRING FORMS OF THE STARFISH GENUS OTHILIA (= ECHINASTER),Experientia,36,923,925,Allozymes,2,Diagnostic,Sympatric,NA,NA,TRUE,69,1,69,1,gulf of Mexico,larval and adult info not given,NA,unknown,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Echinodermata_Asteroidea,Y,E,N,N,FALSE,TRUE,NA,NA,FALSE
Echinometra spp.ABCD,NA,Echinometra,Echinoidea,Echinodermata,Echinometra,"Rahman, MA; Uehara, T",2004,Interspecific hybridization and backcrosses between two sibling species of Pacific sea urchins (Genus Echinometra) on Okinawan Intertidal Reefs,ZOOLOGICAL STUDIES,43,93,111,"Allozymes, mtDNA (various studies since Matsuoka, 1991)",2,Diagnostic,Sympatric,NA,NA,TRUE,NA,NA,NA,NA,Pacific,NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Echinodermata_Echinoidea,Y,E,N,N,FALSE,TRUE,LOW,PT,TRUE
Eubalaena spp.,NA,Eubalaena,Mammalia,Chordata,Eubalaena,"Gaines, CA; Hare, MP; Beck, SE; Rosenbaum, HC",2005,Nuclear markers confirm taxonomic status and relationships among highly endangered and closely related right whale species,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,272,533,542,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,25,NA,NA,NA,Global,NA,mammal,Pelagic,Pelagic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,Allopatric,NA,NA,NA,Chordata_Mammalia,Y,I,Y,Y,NA,FALSE,HIGH,DD,FALSE
Eugymnanthea spp.,NA,Eugymnanthea,Hydrozoa,Cnidaria,Eugymnanthea,"Govindarajan, AF; Piraino, S; Gravili, C; Kubota, S",2005,Species identification of bivalve-inhabiting marine hydrozoans of the genus Eugymnanthea,INVERTEBRATE BIOLOGY,124,1,10,mtDNA,2,Statistic,Allopatric,NA,Yes,TRUE,7,3,6152,2,Global,NA,Lecithotrophic,"Coastal, inside bivalves",Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, inside bivalves,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Cnidaria_Hydrozoa,N,E,N,N,TRUE,FALSE,HIGH,LT,FALSE
Eunice spp.,NA,Eunice,Polychaeta,Annelida,Eunice,"Carrera-Parra, Luis F.; Salazar-Vallejo, Sergio I.",2011,"Redescriptions of Eunice filamentosa and E. denticulata and description of E. tovarae n. sp. (Polychaeta: Eunicidae), highlighted with morphological and molecular data",ZOOTAXA,NA,51,64,mtDNA,3,Statistic,Allopatric,NA,NA,TRUE,10,4,61,22,"Caribbean, Pacific, Atlantic",NA,NA,"Rocky shore, Coastal, fouling community","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, fouling community,Demersal or benthic, Coastal",TRUE,25,Rocky,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE,NA,NA,TRUE
Flabellina sp.,NA,Flabellina,Gastropoda,Mollusca,Flabellina,"Gonzalez-Duarte, Manuel M.; Cervera, J. Lucas; Poddubetskaia, Marina",2008,"Description of a new northeastern Atlantic aeolid of the genus Flabellina (Mollusca, Nudibranchia)",BULLETIN OF MARINE SCIENCE,82,33,39,"mtDNA, nuclear (other paper after 2015, Furfaro et al MolPhyl Evol 2018)",2,Diagnostic,Sympatric,NA,NA,TRUE,NA,NA,26,1,Atlantic,NA,"Coastal, NA",Coastal,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,Sympatric,FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE,NA,NA,FALSE
Freyastera spp,NA,Freyastera,Asteroidea,Echinodermata,Freyastera,"Zhang, RY; Wang, CS; Zhou, YD; Zhang, HB",2019,"Morphology and molecular phylogeny of two new species in genus Freyastera (Asteroidea: Brisingida: Freyellidae), with a revised key to close species and ecological remarks",DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,154,NA,NA,"mtDNA, other nuclear, 18S",6,NA,NA,NA,NA,NA,13,NA,13,NA,"Pacific N, Atlantic",unclear for geography,Unknown,Deep sea,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,NA,Inaccessible,NA,Demersal or benthic,NA,NA,NA,NA,Echinodermata_Asteroidea,Y,E,N,N,NA,NA,NA,NA,FALSE
Galkinius spp.,NA,Galkinius,Thecostraca,Arthropoda,Galkinius,"Simon-Blecher, N; Hosie, AM; Guy-Haim, T; Chan, BKK; Achituv, Y",2016,"Speciation, phenotypic plasticity, or ontogeny, the case of the genus Galkinius (Pyrgomatidae, Cirripedia, Crustacea)",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,176,305,322,mtDNA,13,NA,NA,Yes,NA,TRUE,NA,NA,NA,NA,"World collection, Pacific, Indian","generally a CS lives in a host species (some speices have 2 hos species, and some cases of distinct CS in same host however) thus I ticked eclogical differentiation .",NA,Coral reef,sessile on corals,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coral reef,sessile on corals",FALSE,10,NA,Average,NA,NA,NA,NA,NA,NA,Arthropoda_Thecostraca,Y,I,N,Y,NA,NA,NA,NA,FALSE
Gammarus sp.,NA,Gammarus,Malacostraca,Arthropoda,Gammarus,"Costa, F. O.; Henzler, C. M.; Lunt, D. H.; Whiteley, N. M.; Rock, J.",2009,Probing marine Gammarus (Amphipoda) taxonomy with DNA barcodes,SYSTEMATICS AND BIODIVERSITY,7,365,379,mtDNA,8,NA,Allopatric,NA,NA,NA,183,30,NA,NA,Global,at least 8 pairs of CS here but numbers are for all species in the phylogeny. larval info not given.,NA,Intertidal or tide pools,"Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,NA,Accessible,NA,Demersal or benthic,Allopatric,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,FALSE,NA,NA,FALSE
Geukensia spp.,NA,Geukensia,Bivalvia,Mollusca,Geukensia,"SARVER, SK; LANDRUM, MC; FOLTZ, DW",1992,GENETICS AND TAXONOMY OF RIBBED MUSSELS (GEUKENSIA-SPP),MARINE BIOLOGY,113,385,390,Allozymes,2,Statistic,"Allopatric, Parapatric",NA,NA,TRUE,223,9,222,9,"Atlantic, Pacific, gulf of Mexico",NA,Planktotroph,"Soft sediment, Coastal, Estuarine, salt marsh","Demersal or benthic, Coastal",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine, salt marsh,Demersal or benthic, Coastal",TRUE,10,Sediment,Average,NA,Demersal or benthic,Allopatric,FALSE,TRUE,FALSE,Mollusca_Bivalvia,Y,E,N,N,TRUE,FALSE,LOW,PT,TRUE
Garmannia sp. nov.,NA,Saurogobio,Actinopterygii,Chordata,Gobiosoma,"Ruber, L; Van Tassell, JL; Zardoya, R",2003,"Rapid speciation and ecological divergence in the American seven-spined gobies (Gobiidae, Gobiosomatini) inferred from a molecular phylogeny",EVOLUTION,57,1584,1598,mtDNA,2,NA,Allopatric,NA,NA,NA,1,1,NA,NA,NA,NA,Unknown,"Coral reef, Rocky shore, Coastal, Estuarine","Demersal or benthic, Coastal",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Coral reef, Rocky shore, Coastal, Estuarine,Demersal or benthic, Coastal",TRUE,10,Rocky,Average,NA,Demersal or benthic,Allopatric,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE,NA,NA,FALSE
Goniopora spp.,NA,Goniopora,Anthozoa,Cnidaria,Goniopora,"Terraneo, TI; Benzoni, F; Arrigoni, R; Berumen, ML",2016,"Species delimitation in the coral genus Goniopora (Scleractinia, Poritidae) from the Saudi Arabian Red Sea",MOLECULAR PHYLOGENETICS AND EVOLUTION,102,278,294,"mtDNA, other nuclear, ITS",NA,NA,"information not found, surprisingly (byut all species in Red Sea, strongly suspect sympatry)",NA,NA,NA,199,27,199,27,Red Sea,NA,NA,NA,sessile,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"NA,sessile",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnidaria_Anthozoa,Y,E,N,N,NA,NA,NA,NA,FALSE
Halichoeres spp.,NA,Halichoeres,Actinopterygii,Chordata,Halichoeres,"Rocha, LA",2004,"Mitochondrial DNA and color pattern variation in three western Atlantic Halichoeres (labridae), with the revalidation of two species",COPEIA,NA,770,782,mtDNA,4,Diagnostic,Allopatric,NA,NA,TRUE,103,7,103,7,"Atlantic, Caribbean",NA,"Planktotroph, Pelagic",Coral reef,Demersal or benthic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,NA,Average,Moderate to high,Demersal or benthic,Allopatric,FALSE,FALSE,TRUE,Chordata_Actinopterygii,Y,E,Y,N,FALSE,FALSE,LOW,PT,FALSE
Halomonhystera spp.,NA,Halomonhystera,Chromadorea,Nematoda,Halomonhystera,"Lee, MR; Canales-Aguirre, CB; Nunez, D; Perez, K; Hernandez, CE; Brante, A",2017,The identification of sympatric cryptic free-living nematode species in the Antarctic intertidal,PLOS ONE,12,NA,NA,"other nuclear, 28S,18S",3,No differentiation,Sympatric,No,NA,NA,32,3,32,3,"Antarctica , Shetland Islands",NA,NA,"Soft sediment, Intertidal or tide pools",Demersal or benthic,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Intertidal or tide pools,Demersal or benthic",TRUE,5,Sediment,Accessible,NA,Demersal or benthic,Sympatric,TRUE,FALSE,FALSE,Nematoda_Chromadorea,N,I,N,Y,TRUE,TRUE,NA,NA,TRUE
