"","NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch","genus","genusBC","Geo_dif3","symp","sympara","allop","NoMorphoDiff","StatMorphoDiff","DiagMorphoDiff","phylum_class","hard_skeleton","ferti","image","genitals","CSss","Sympatric"
"136","Anthothoe chilensis","Anthothoe chilensis","Anthothoe","Anthozoa","Cnidaria","07/05/2023 17:37",95,"Anthothoe","Spano, CA; Haussermann, V; Acuna, FH; Griffiths, C; Seeb, LW; Gomez-Uchida, D",2018,"Hierarchical biogeographical processes largely explain the genomic divergence pattern in a species complex of sea anemones (Metridioidea: Sagartiidae: Anthothoe)","MOLECULAR PHYLOGENETICS AND EVOLUTION",127,"217","228",NA,NA,0,"Cnidaria","Genetic, Morphological, Ecological","RAD /SNP/-omics (>20 markers)",7,"No differentiation","Allopatric","Yes",NA,TRUE,"85","18","85","18","southern hemisphere",NA,"Unknown","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Anthothoe chilensis",NA,NA,NA,NA,"other","Anthothoe chilensis",13,1830,"Anthothoe","Anthozoa","Cnidaria",1,1,0,1,1,"85","18","85","18",FALSE,FALSE,TRUE,TRUE,FALSE,2,NA,NA,NA,NA,"Anthothoe chilensis","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy",NA,"Demersal or benthic",NA,"Anthothoe","Anthothoe","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Cnidaria_Anthozoa","Y","E","N","N",TRUE,FALSE
"137","Apionsoma misakianum","Apionsoma (Apionsoma) misakianum","Apionsoma","Phascolosomatidea","Sipuncula",NA,NA,"Apionsoma","Staton, JL; Rice, ME",1999,"Genetic differentiation despite teleplanic larval dispersal: Allozyme variation in sipunculans of the Apionsoma misakianum species-complex","BULLETIN OF MARINE SCIENCE",65,"467","480",1,1,0,"Sipuncula","Genetic, Morphological, Reproductive","Allozymes",2,"No differentiation","Allopatric",NA,"Yes",TRUE,"193","6",NA,NA,"Caribbean","Morphological and reproductive data are in another paper.","Planktotroph, Pelagic","Coral reef","Demersal or benthic","Apionsoma misakianum","Apionsoma (Apionsoma) misakianum","Apionsoma","Phascolosomatidea","Sipuncula","other","Apionsoma (Apionsoma) misakianum",4,1904,"Apionsoma","Phascolosomatidea","Sipuncula",1,1,0,1,1,"193","6",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,NA,NA,NA,"Apionsoma misakianum","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal","Moderate to high","Demersal or benthic",NA,"Apionsoma","Apionsoma","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Sipuncula_Phascolosomatidea","N","E","N","N",TRUE,FALSE
"138","Aplysia elongata","Aplysia elongata","Aplysia","Gastropoda","Mollusca","7/13/2023 12:26:51",20,"Aplysia","Golestani, H; Crocetta, F; Padula, V; Camacho-Garcia, Y; Langeneck, J; Poursanidis, D; Pola, M; Yokes, MB; Cervera, JL; Jung, DW; Gosliner, TM; Araya, JF; Hooker, Y; Schrodl, M; Valdes, A",2019,"The little Aplysia coming of age: from one species to a complex of species complexes in Aplysia parvula (Mollusca: Gastropoda: Heterobranchia)","ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",187,"279","330",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",3,"No differentiation","Allopatric",NA,NA,NA,"29","16","29","16","global",NA,"Unknown","Coastal, Not sure - need to look up elsewhere","Demersal or benthic, Coastal","Aplysia elongata",NA,NA,NA,NA,"other","Aplysia elongata",44,1860,"Aplysia","Gastropoda","Mollusca",3,1,0,1,1,"29","16","29","16",FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,"Aplysia elongata","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Not sure - need to look up elsewhere,Demersal or benthic, Coastal",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,"Aplysia","Aplysia","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,FALSE
"139","Aplysia ghanimii","Aplysia ghanimii","Aplysia","Gastropoda","Mollusca","7/13/2023 12:26:51",20,"Aplysia","Golestani, H; Crocetta, F; Padula, V; Camacho-Garcia, Y; Langeneck, J; Poursanidis, D; Pola, M; Yokes, MB; Cervera, JL; Jung, DW; Gosliner, TM; Araya, JF; Hooker, Y; Schrodl, M; Valdes, A",2019,"The little Aplysia coming of age: from one species to a complex of species complexes in Aplysia parvula (Mollusca: Gastropoda: Heterobranchia)","ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",187,"279","330",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",2,"No differentiation","Allopatric",NA,NA,NA,"26","9","26","9","global",NA,"Unknown","Coastal, Not sure - need to look up elsewhere","Demersal or benthic, Coastal","Aplysia ghanimii",NA,NA,NA,NA,"other","Aplysia ghanimii",44,2019,"Aplysia","Gastropoda","Mollusca",3,1,0,1,1,"26","9","26","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplysia ghanimii","FALSE","FALSE","No seq","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Not sure - need to look up elsewhere,Demersal or benthic, Coastal",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,"Aplysia","Aplysia","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,FALSE
"140","Aplysia parvula","Aplysia parvula","Aplysia","Gastropoda","Mollusca","7/13/2023 12:26:51",20,"Aplysia","Golestani, H; Crocetta, F; Padula, V; Camacho-Garcia, Y; Langeneck, J; Poursanidis, D; Pola, M; Yokes, MB; Cervera, JL; Jung, DW; Gosliner, TM; Araya, JF; Hooker, Y; Schrodl, M; Valdes, A",2019,"The little Aplysia coming of age: from one species to a complex of species complexes in Aplysia parvula (Mollusca: Gastropoda: Heterobranchia)","ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",187,"279","330",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",3,"No differentiation","Allopatric",NA,NA,NA,"7","6","9","8","atlantic, pacific",NA,"Planktotroph","Coastal, Not sure - need to look up elsewhere","Demersal or benthic, Coastal","Aplysia parvula",NA,NA,NA,NA,"other","Aplysia parvula",44,1863,"Aplysia","Gastropoda","Mollusca",3,1,0,1,1,"7","6","9","8",FALSE,TRUE,TRUE,TRUE,FALSE,3,301.5304189,83.91300095,181682437.2,100,"Aplysia parvula","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Not sure - need to look up elsewhere,Demersal or benthic, Coastal",TRUE,25,25,NA,"Normal",NA,"Demersal or benthic",NA,"Aplysia","Aplysia","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,FALSE
"141","Aquilastacus serratus","Aquilastacus serratus","Aquilastacus","Copepoda","Arthropoda",NA,NA,"Aquilastacus","Huys, R; Conroy-Dalton, S",2005,"Aquilastacus gen. nov from the southern North Sea and the taxonomic position of Leptastacus operculatus Masry, 1970 (Copepoda : Harpacticoida : Leptastacidae)","CAHIERS DE BIOLOGIE MARINE",46,"347","363",1,1,0,"Arthropoda","Morphological",NA,2,"Diagnostic","Sympatric",NA,NA,TRUE,NA,NA,"2","1","North sea",NA,"Direct development, Brooding","Soft sediment, Coastal","Demersal or benthic, Coastal","Aquilastacus serratus","Aquilastacus serratus","Aquilastacus","Copepoda","Arthropoda","other","Aquilastacus serratus",1,2005,"Aquilastacus","Hexanauplia","Arthropoda",1,1,0,1,1,NA,NA,"2","1",FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Aquilastacus serratus","FALSE","FALSE","No seq","Sympatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal,Demersal or benthic, Coastal",TRUE,25,25,"Sediment","Normal","Very low or null","Demersal or benthic",NA,"Aquilastacus","Aquilastacus","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Arthropoda_Hexanauplia",NA,NA,NA,NA,FALSE,TRUE
"142","Archinome rosacea","Archinome rosacea","Archinome","Polychaeta","Annelida",NA,NA,"Archinome","Borda, Elizabeth; Kudenov, Jerry D.; Chevaldonne, Pierre; Blake, James A.; Desbruyeres, Daniel; Fabri, Marie-Claire; Hourdez, Stephane; Pleijel, Fredrik; Shank, Timothy M.; Wilson, Nerida G.; Schulze, Anja; Rouse, Greg W.",2013,"Cryptic species of Archinome (Annelida: Amphinomida) from vents and seeps","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",280,NA,NA,1,1,0,"Annelida","Genetic, Morphological","mtDNA, other nuclear, ITS",5,"No differentiation","Allopatric, Parapatric",NA,NA,NA,"65","22","65","22","Pacific",NA,"Planktotroph","Deep sea, hydrothermal vent","Demersal or benthic","Archinome rosacea","Archinome rosacea","Archinome","Polychaeta","Annelida","other","Archinome rosacea",5,1985,"Archinome","Polychaeta","Annelida",1,1,0,1,1,"65","22","65","22",FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,NA,NA,NA,"Archinome rosacea","TRUE","TRUE","nuc&mito","Allopatric, Parapatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, hydrothermal vent,Demersal or benthic",TRUE,100,100,NA,"Difficult",NA,"Demersal or benthic",NA,"Archinome","Archinome","Allopatric",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"143","Arenicola defodiens","Arenicola defodiens","Arenicola","Polychaeta","Annelida",NA,NA,"Arenicola","Luttikhuizen, Pieternella C.; Dekker, Rob",2010,"Pseudo-cryptic species Arenicola defodiens and Arenicola marina (Polychaeta: Arenicolidae) in Wadden Sea, North Sea and Skagerrak: Morphological and molecular variation","JOURNAL OF SEA RESEARCH",63,"17","23",1,1,0,"Annelida","Genetic, Morphological, Ecological, Reproductive","mtDNA",2,"Statistic","Sympatric","Yes",NA,TRUE,"56","12","210","14","North sea",NA,"Lecithotrophic","Soft sediment, Coastal, Estuarine, Intertidal or tide pools","Demersal or benthic, Coastal","Arenicola defodiens","Arenicola defodiens","Arenicola","Polychaeta","Annelida","other","Arenicola defodiens",6,1993,"Arenicola","Polychaeta","Annelida",1,1,0,1,1,"56","12","210","14",FALSE,TRUE,FALSE,FALSE,FALSE,1,21.51605333,7.90772,839201.7429,100,"Arenicola defodiens","TRUE","TRUE","mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,10,10,"Sediment","Easy",NA,"Demersal or benthic",NA,"Arenicola","Arenicola","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,TRUE
"144","Aristaeomorpha foliacea","Aristaeomorpha foliacea","Aristaeomorpha","Malacostraca","Arthropoda",NA,NA,"Aristaeomorpha","Victoria Fernandez, Maria; Heras, Sandra; Vinas, Jordi; Maltagliati, Ferruccio; Ines Roldan, Maria",2013,"Multilocus Comparative Phylogeography of Two Aristeid Shrimps of High Commercial Interest (Aristeus antennatus and Aristaeomorpha foliacea) Reveals Different Responses to Past Environmental Changes","PLOS ONE",8,NA,NA,1,1,0,"Arthropoda","Genetic","mtDNA, other nuclear",2,"No differentiation","Allopatric",NA,NA,NA,"40","4",NA,NA,"Mediterranean; Australia",NA,"Planktotroph","Deep sea","Demersal or benthic","Aristaeomorpha foliacea","Aristaeomorpha foliacea","Aristaeomorpha","Malacostraca","Arthropoda","other","Aristaeomorpha foliacea",2,1827,"Aristaeomorpha","Malacostraca","Arthropoda",1,1,0,1,1,"40","4",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,281.8636987,86.4143,208812445.1,100,"Aristaeomorpha foliacea","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,100,NA,"Difficult",NA,"Demersal or benthic",NA,"Aristaeomorpha","Aristaeomorpha","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Arthropoda_Malacostraca","Y","I","Y","Y",TRUE,FALSE
"145","Hydrobia buccinoides","Ascorhis occidua","Ascorhis","Gastropoda","Mollusca",NA,NA,"Ascorhis","PONDER, WF; CLARK, GA",1988,"A MORPHOLOGICAL, ELECTROPHORETIC EXAMINATION OF HYDROBIA BUCCINOIDES, A VARIABLE BRACKISH-WATER GASTROPOD FROM TEMPERATE Australia (MOLLUSCA, HYDROBIIDAE)","Australian Journal of Zoology",36,"661","689",1,1,0,"Mollusca","Genetic, Morphological","Allozymes",2,"No differentiation","Allopatric",NA,NA,NA,NA,"11","423","15","Australia",NA,"Direct development, Coastal","Soft sediment, Coastal, Estuarine, Intertidal or tide pools","Demersal or benthic, Coastal","Ascorhis occidua","Ascorhis occidua","Ascorhis","Gastropoda","Mollusca","other","Ascorhis occidua",2,1988,"Ascorhis","Gastropoda","Mollusca",1,1,0,1,1,NA,"11","423","15",FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,NA,NA,NA,"Ascorhis occidua","FALSE","FALSE","No seq","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Estuarine, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,10,10,"Sediment","Easy","Very low or null","Demersal or benthic",NA,"Ascorhis","Hydrobia","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,FALSE
"146","Asterias amurensis","Asterias amurensis","Asterias","Asteroidea","Echinodermata",NA,NA,"Asterias","Matsuoka, N; Hatanaka, T",1998,"Genetic differentiation among local Japanese populations of the starfish Asterias amurensis inferred from allozyme variation","GENES & GENETIC SYSTEMS",73,"59","64",1,1,0,"Echinodermata","Genetic, Morphological","Allozymes",3,"No differentiation","Allopatric",NA,NA,NA,"116","7","116","7","Pacific","larval info not given; adult habitat info should be clarified.","Planktotroph, pelagic","Coastal","Demersal or benthic, Coastal","Asterias amurensis","Asterias amurensis","Asterias","Asteroidea","Echinodermata","other","Asterias amurensis",8,1871,"Asterias","Asteroidea","Echinodermata",1,1,0,1,1,"116","7","116","7",FALSE,TRUE,TRUE,TRUE,FALSE,3,248.7572,113.15133,156390511.1,100,"Asterias amurensis","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,25,NA,"Normal","Moderate to high","Demersal or benthic",NA,"Asterias","Asterias","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Echinodermata_Asteroidea","Y","E","N","N",TRUE,FALSE
"147","Asterina pancerii","Asterina pancerii","Asterina","Asteroidea","Echinodermata","07/11/2023 15:41",251,"Asterina","Lopez-Marquez, V; Acevedo, I; Manjon-Cabeza, ME; Garcia-Jimenez, R; Templado, J; Machordom, A",2018,"Looking for morphological evidence of cryptic species in Asterina Nardo, 1834 (Echinodermata: Asteroidea). The redescription of Asterina pancerii (Gasco, 1870) and the description of two new species","INVERTEBRATE SYSTEMATICS",32,"505","523",NA,NA,0,"Echinodermata","Genetic, Morphological","mtDNA, other nuclear, ITS",2,"Statistic","Allopatric",NA,NA,TRUE,"10","4","10","4","mediterranean",NA,"Direct development","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Asterina pancerii",NA,NA,NA,NA,"other","Asterina pancerii",15,1876,"Asterina","Asteroidea","Echinodermata",2,1,0,1,1,"10","4","10","4",FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Asterina pancerii","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy","Very low or null","Demersal or benthic",NA,"Asterina","Asterina","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Echinodermata_Asteroidea","Y","E","N","N",TRUE,FALSE
"148","Asterina phylactica","Asterina phylactica","Asterina","Asteroidea","Echinodermata","07/11/2023 15:41",251,"Asterina","Lopez-Marquez, V; Acevedo, I; Manjon-Cabeza, ME; Garcia-Jimenez, R; Templado, J; Machordom, A",2018,"Looking for morphological evidence of cryptic species in Asterina Nardo, 1834 (Echinodermata: Asteroidea). The redescription of Asterina pancerii (Gasco, 1870) and the description of two new species","INVERTEBRATE SYSTEMATICS",32,"505","523",NA,NA,0,"Echinodermata","Genetic, Morphological","mtDNA, other nuclear, ITS",2,"Statistic","Allopatric",NA,NA,TRUE,"66","11","66","11","Atlantic, Mediterranean",NA,"Direct development","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Asterina phylactica",NA,NA,NA,NA,"other","Asterina phylactica",15,1979,"Asterina","Asteroidea","Echinodermata",2,1,0,1,1,"66","11","66","11",FALSE,TRUE,FALSE,FALSE,FALSE,1,8.668096667,9.02927,285170.4905,100,"Asterina phylactica","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy","Very low or null","Demersal or benthic",NA,"Asterina","Asterina","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Echinodermata_Asteroidea","Y","E","N","N",TRUE,FALSE
"149","Asteronyx loveni","Asteronyx loveni","Asteronyx","Ophiuroidea","Echinodermata","07/12/2023 20:46",21,"Asteronyx","Okanishi, M; Sentoku, A; Martynov, A; Fujita, T",2018,"A new cryptic species of Asteronyx Muller and Troschel, 1842 (Echinodermata: Ophiuroidea), based on molecular phylogeny and morphology, from off Pacific Coast of Japan","ZOOLOGISCHER ANZEIGER",274,"14","33",NA,NA,0,"Echinodermata","Genetic, Morphological","mtDNA",2,"Diagnostic","Sympatric",NA,NA,TRUE,"24","6","68","6","pacific",NA,"Lecithotrophic","Deep sea","Demersal or benthic","Asteronyx loveni",NA,NA,NA,NA,"other","Asteronyx loveni",6,1842,"Asteronyx","Ophiuroidea","Echinodermata",1,1,0,1,1,"24","6","68","6",TRUE,TRUE,TRUE,TRUE,FALSE,4,306.4318333,119.6171659,249495391.4,100,"Asteronyx loveni","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,100,NA,"Difficult",NA,"Demersal or benthic",NA,"Asteronyx","Asteronyx","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Echinodermata_Ophiuroidea","Y","E","N","N",FALSE,TRUE
"150","Astralium \rhodostomum\""""","Astralium rhodostomum","Astralium","Gastropoda","Mollusca",NA,NA,"Astralium","Meyer, CP; Geller, JB; Paulay, G",2005,"Fine scale endemism on coral reefs: Archipelagic differentiation in turbinid gastropods","EVOLUTION",59,"113","125",1,1,0,"Mollusca","Genetic, Morphological","mtDNA",30,"No differentiation","Allopatric, Sympatric",NA,NA,NA,"278","40",NA,"40","Indo-Pacific","There are two major clades differentiated by head color, but the 30 ESUs do not have further differences. The two major color clades are sympatric; the 30 ESUs are mostly allopatric","Lecithotrophic","Coral reef","Demersal or benthic","Astralium \rhodostomum\""""","Astralium rhodostomum","Astralium","Gastropoda","Mollusca","other","Astralium rhodostomum",22,1822,"Astralium","Gastropoda","Mollusca",1,1,0,1,1,"278","40",NA,"40",FALSE,TRUE,TRUE,TRUE,FALSE,3,189.5986667,38.03469,34955763.82,100,"Astralium rhodostomum","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,"Astralium","Astralium","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"151","Astrotoma agassizii","Astrotoma agassizii","Astrotoma","Ophiuroidea","Echinodermata","05/02/2023 16:25",68,"Astrotoma","Jossart, Q; Sands, CJ; Sewell, MA",2019,"Dwarf brooder versus giant broadcaster: combining genetic and reproductive data to unravel cryptic diversity in an Antarctic brittle star","HEREDITY",123,"622","633",NA,NA,0,"Echinodermata","Genetic, Morphological, Reproductive","mtDNA",7,"Statistic","Allopatric, Sympatric",NA,"Yes",TRUE,"227","40","233","40","Antarctica",NA,"Planktotroph, Brooding","Deep sea","Demersal or benthic","Astrotoma agassizii",NA,NA,NA,NA,"other","Astrotoma agassizii",4,1875,"Astrotoma","Ophiuroidea","Echinodermata",1,1,0,1,1,"227","40","233","40",FALSE,FALSE,FALSE,TRUE,TRUE,2,261.2333391,47.75166338,52898139.08,100,"Astrotoma agassizii","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,100,NA,"Difficult","Very low or null","Demersal or benthic",NA,"Astrotoma","Astrotoma","Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Echinodermata_Ophiuroidea","Y","E","N","N",TRUE,TRUE
"152","Astrotorhynchus bifidus","Astrotorhynchus bifidus","Astrotorhynchus",NA,"Platyhelminthes","05/02/2023 16:34",69,"Astrotorhynchus","Van Steenkiste, NWL; Herbert, ER; Leander, BS",2018,"Species diversity in the marine microturbellarian Astrotorhynchus bifidus sensu lato (Platyhelminthes: Rhabdocoela) from the Northeast Pacific Ocean","MOLECULAR PHYLOGENETICS AND EVOLUTION",120,"259","273",NA,NA,0,"Platyhelminthes","Genetic, Morphological","mtDNA, ITS",5,"Diagnostic","Sympatric",NA,NA,TRUE,"44","6","44","4","Eastern Pacific",NA,"Direct development","Soft sediment, Coastal, Meiofauna","Demersal or benthic","Astrotorhynchus bifidus",NA,NA,NA,NA,"other","Astrotorhynchus bifidus",4,1874,"Astrotorhynchus",NA,"Platyhelminthes",1,1,0,1,1,"44","6","44","4",FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,"Astrotorhynchus bifidus","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Coastal, Meiofauna,Demersal or benthic",TRUE,25,25,"Sediment","Normal","Very low or null","Demersal or benthic",NA,"Astrotorhynchus","Astrotorhynchus","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Platyhelminthes_NA",NA,NA,NA,NA,FALSE,TRUE
"153","Atractoscion aequidens","Atractoscion aequidens","Atractoscion","Actinopterygii","Chordata","05/02/2023 16:39",70,"Atractoscion","Henriques, R; Potts, WM; Sauer, WH; Santos, CV; Kruger, J; Thomas, JA; Shaw, PW",2016,"Molecular genetic, life-history and morphological variation in a coastal warm-temperate sciaenid fish: evidence for an upwelling-driven speciation event","JOURNAL OF BIOGEOGRAPHY",43,"1820","1831",NA,NA,0,"Fish","Genetic, Morphological, Reproductive","mtDNA",2,"No differentiation","Allopatric",NA,"Yes",TRUE,"402","8","85","10","Atlantic Ocean",NA,"Planktotroph, pelagic","Pelagic, Coastal","Pelagic, Coastal","Atractoscion aequidens",NA,NA,NA,NA,"other","Atractoscion aequidens",5,1830,"Atractoscion","Actinopterygii","Chordata",1,1,0,1,1,"402","8","85","10",FALSE,TRUE,TRUE,TRUE,FALSE,3,143.6169998,39.1500001,34108702.99,100,"Atractoscion aequidens","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic, Coastal",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Atractoscion","Atractoscion","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,FALSE
