"NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch"
"Calcinus spp.",NA,"Calcinus","Malacostraca","Arthropoda",NA,NA,"Calcinus","Malay, Maria Celia (Machel) D.; Paulay, Gustav",2010,"PERIPATRIC SPECIATION DRIVES DIVERSIFICATION AND DISTRIBUTIONAL PATTERN OF REEF HERMIT CRABS (DECAPODA: DIOGENIDAE: CALCINUS)","EVOLUTION",64,"634","662",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA, other nuclear",9,"Statistic","Allopatric, Sympatric",NA,NA,TRUE,"166","32","166","32","Global",NA,NA,"Coral reef","Demersal or benthic","Calcinus spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Calcinus","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"166","32","166","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Carcinus spp.",NA,"Carcinus","Malacostraca","Arthropoda",NA,NA,"Carcinus","Geller, JB; Walton, ED; Grosholz, ED; Ruiz, GM",1997,"Cryptic invasions of the crab Carcinus detected by molecular phylogeography","MOLECULAR ECOLOGY",6,"901","906",1,1,0,"Arthropoda","Genetic","mtDNA",2,NA,"Allopatric",NA,NA,NA,"83","12",NA,NA,"Atlantic, Mediterranean","Although the study is global the native range is atlantic/mediterranean.","Planktotroph","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Carcinus spp.",NA,NA,"Malacostraca","Arthropoda","other",NA,NA,NA,"Carcinus","Malacostraca","Arthropoda",1,NA,NA,NA,NA,"83","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy",NA,"Demersal or benthic",NA
"Cassiopea spp.",NA,"Cassiopea","Scyphozoa","Cnidaria",NA,NA,"Cassiopea","Holland, BS; Dawson, MN; Crow, GL; Hofmann, DK",2004,"Global phylogeography of Cassiopea (Scyphozoa : Rhizostomeae): molecular evidence for cryptic species and multiple invasions of the Hawaiian Islands","MARINE BIOLOGY",145,"1119","1128",1,1,0,"Cnidaria","Genetic","mtDNA",6,NA,"Allopatric, Sympatric",NA,NA,NA,"32","17",NA,NA,"Global",NA,NA,"mangrove, lagoons","Demersal or benthic","Cassiopea spp.",NA,NA,"Scyphozoa","Cnidaria","other",NA,NA,NA,"Cassiopea","Scyphozoa","Cnidaria",1,NA,NA,NA,NA,"32","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"mangrove, lagoons,Demersal or benthic",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Cenolia sp.",NA,"Cenolia","Crinoidea","Echinodermata",NA,NA,"Cenolia","Naughton, K. M.; O'Hara, T. D.; Appleton, B.; Gardner, M. G.",2014,"Sympatric cryptic species in the crinoid genus Cenolia (Echinodermata: Crinoidea: Comasteridae) delineated by sequence and microsatellite markers","MOLECULAR PHYLOGENETICS AND EVOLUTION",78,"160","171",1,1,0,"Echinodermata","Genetic, Morphological","mtDNA, microsatellites, other nuclear, ITS",3,"Statistic","Sympatric",NA,NA,TRUE,"315","13","315","13","Australia",NA,"Lecithotrophic","Coastal","Demersal or benthic, Coastal","Cenolia sp.",NA,NA,"Crinoidea","Echinodermata","other",NA,NA,NA,"Cenolia","Crinoidea","Echinodermata",1,NA,NA,NA,NA,"315","13","315","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
"Cerithidea sp.",NA,"Cerithidea","Gastropoda","Mollusca",NA,NA,"Cerithidea","Reid, David G.; Claremont, Martine; Smith, Lisa; Shamoto, Manabu; Glaubrecht, Matthias; Ozawa, Tomowo",2013,"Mosaics in the mangroves: allopatric diversification of tree-climbing mudwhelks (Gastropoda: Potamididae: Cerithidea) in the Indo-West Pacific","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",110,"564","580",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",15,"No differentiation","Allopatric",NA,NA,NA,"111","48",NA,NA,"Indo-Pacific","Shell morphology was diagnostic for some species but not all. Paper deals with 4 different nominal species, each of which is made up of several allopatric cryptic species. Morphology information is cited as unpublished data.","Planktotroph","Coastal, mangrove","Demersal or benthic, Coastal","Cerithidea sp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Cerithidea","Gastropoda","Mollusca",1,NA,NA,NA,NA,"111","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, mangrove,Demersal or benthic, Coastal",TRUE,"10","10",NA,"Normal",NA,"Demersal or benthic",NA
"Chelon sp.",NA,"Chelon","Actinopterygii","Chordata","07/05/2023 12:42",126,"Chelon","Durand, JD; Hubert, N; Shen, KN; Borsa, P",2017,"DNA barcoding grey mullets","REVIEWS IN FISH BIOLOGY AND FISHERIES",27,"233","243",NA,NA,0,"Fish","Genetic","mtDNA",10,NA,"Allopatric",NA,NA,NA,"23","9",NA,NA,"global","complex previously described","Not sure - need to look up elsewhere","Coastal","Pelagic, Coastal","Chelon",NA,NA,NA,NA,"other",NA,NA,NA,"Chelon","Actinopterygii","Chordata",6,NA,NA,NA,NA,"23","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal,Pelagic, Coastal",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Chicoreus spp.",NA,"Chicoreus","Gastropoda","Mollusca",NA,NA,"Chicoreus","Castelin, Magalie; Lambourdiere, Josie; Boisselier, Marie-Catherine; Lozouet, Pierre; Couloux, Arnaud; Cruaud, Corinne; Samadi, Sarah",2010,"Hidden diversity and endemism on seamounts: focus on poorly dispersive neogastropods","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",100,"420","438",3,1,0,"Mollusca","Genetic","mtDNA",3,NA,"Allopatric",NA,NA,NA,"59","8",NA,NA,"Pacific",NA,NA,"Deep sea, seamount","Demersal or benthic","Chicoreus spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Chicoreus","Gastropoda","Mollusca",3,NA,NA,NA,NA,"59","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, seamount,Demersal or benthic",TRUE,"100","100",NA,"Difficult",NA,"Demersal or benthic",NA
"Chthamalus spp.",NA,"Chthamalus","Thecostraca","Arthropoda",NA,NA,"Chthamalus","Pitombo, Fabio Bettini; Burton, Ron",2007,"Systematics and biogeography of Tropical Eastern Pacific Chthamalus with descriptions of two new species (cirripedia, thoracica)","ZOOTAXA",NA,"1","30",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA",3,"Statistic","Allopatric, Sympatric",NA,NA,TRUE,"16",NA,"27","3","Pacific",NA,"Planktotroph","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Chthamalus spp.",NA,NA,"Thecostraca","Arthropoda","other",NA,NA,NA,"Chthamalus","Hexanauplia","Arthropoda",1,NA,NA,NA,NA,"16",NA,"27","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy",NA,"Demersal or benthic",NA
"Clarkcoma sp.",NA,"Clarkcoma","Ophiuroidea","Echinodermata",NA,NA,"Clarkcoma","Naughton, K. M.; O'Hara, T. D.; Appleton, B.; Cisternas, P. A.",2014,"Antitropical distributions and species delimitation in a group of ophiocomid brittle stars (Echinodermata: Ophiuroidea: Ophiocomidae)","MOLECULAR PHYLOGENETICS AND EVOLUTION",78,"232","244",1,1,0,"Echinodermata","Genetic, Ecological","mtDNA, microsatellites, other nuclear, ITS",3,NA,"Sympatric","Yes",NA,TRUE,"264","28","300",NA,NA,NA,"Planktotroph, Lecithotrophic","Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Clarkcoma sp.",NA,NA,"Ophiuroidea","Echinodermata","other",NA,NA,NA,"Clarkcoma","Ophiuroidea","Echinodermata",1,NA,NA,NA,NA,"264","28","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5",NA,"Easy",NA,"Demersal or benthic",NA
"Clathrina spp.",NA,"Clathrina","Calcarea","Porifera",NA,NA,"Clathrina","KLAUTAU, M; SOLECAVA, AM; BOROJEVIC, R",1994,"BIOCHEMICAL SYSTEMATICS OF SIBLING SYMPATRIC SPECIES OF CLATHRINA (PORIFERA, CALCAREA)","Biochemical Systematics and Ecology",22,"367","375",1,1,0,"Porifera","Genetic, Morphological","Allozymes",4,"Statistic","Sympatric",NA,NA,TRUE,"141","1","220","1","Atlantic","larval info not given.",NA,"Rocky shore, Coastal","Demersal or benthic, Coastal","Clathrina spp.",NA,NA,"Calcarea","Porifera","other",NA,NA,NA,"Clathrina","Calcarea","Porifera",1,NA,NA,NA,NA,"141","1","220","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,"25","25","Rocky","Normal",NA,"Demersal or benthic",NA
"Clytia spp.",NA,"Clytia","Hydrozoa","Cnidaria",NA,NA,"Clytia","Lindner, Alberto; Govindarajan, Annette F.; Migotto, Alvaro E.",2011,"Cryptic species, life cycles, and the phylogeny of Clytia (Cnidaria: Hydrozoa: Campanulariidae)","ZOOTAXA",NA,"23","36",1,1,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear",7,"No differentiation","Allopatric, Sympatric",NA,NA,TRUE,"13","7","10","9","Atlantic, Mediterranean",NA,"Planktotroph, Pelagic","Pelagic, Rocky shore, Coastal, fouling communities","Pelagic, Demersal or benthic","Clytia spp.",NA,NA,"Hydrozoa","Cnidaria","other",NA,NA,NA,"Clytia","Hydrozoa","Cnidaria",1,NA,NA,NA,NA,"13","7","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Pelagic, Rocky shore, Coastal, fouling communities,Pelagic, Demersal or benthic",TRUE,"1000","1000","Rocky","Normal","High","Demersal or benthic",NA
"Columbella spp.",NA,"Columbella","Gastropoda","Mollusca","6/19/2023 8:47:45",288,"Columbella","Russini, V; Fassio, G; Modica, MV; deMaintenon, MJ; Oliverio, M",2017,"An assessment of the genus Columbella Lamarck, 1799 (Gastropoda: Columbellidae) from eastern Atlantic","ZOOSYSTEMA",39,"197","212",NA,NA,0,"Mollusca","Genetic, Morphological","mtDNA",NA,NA,"Allopatric",NA,"Yes",TRUE,"40","26",NA,NA,"East Atlantic Ocean (Africa, Macaronesia) , Mediterranean Sea",NA,"Planktotroph, non-planktotrophic (vary between distinct CS)","Coastal","Coastal","Columbella",NA,NA,NA,NA,"other",NA,NA,NA,"Columbella","Gastropoda","Mollusca",1,NA,NA,NA,NA,"40","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,"","",NA,"Normal",NA,NA,NA
"Crassostrea spp.",NA,"Crassostrea","Bivalvia","Mollusca",NA,NA,"Crassostrea","Ignacio, BL; Absher, TM; Lazoski, C; Sole-Cava, AM",2000,"Genetic evidence of the presence of two species of Crassostrea (Bivalvia : Ostreidae) on the coast of Brazil","MARINE BIOLOGY",136,"987","991",1,1,0,"Mollusca","Genetic","Allozymes",2,NA,"Sympatric",NA,NA,TRUE,"148","3",NA,NA,"Atlantic","data on growth rate and larval morphology is elsewhere.","Planktotroph","Rocky shore, Coastal, Intertidal or tide pools, mangrove","Demersal or benthic, Coastal","Crassostrea spp.",NA,NA,"Bivalvia","Mollusca","other",NA,NA,NA,"Crassostrea","Bivalvia","Mollusca",1,NA,NA,NA,NA,"148","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, mangrove,Demersal or benthic, Coastal",TRUE,"10","10","Rocky","Easy",NA,"Demersal or benthic",NA
"Crepidula spp.",NA,"Crepidula","Gastropoda","Mollusca",NA,NA,"Crepidula","Veliz, D; Winkler, FM; Guisado, C",2003,"Developmental and genetic evidence for the existence of three morphologically cryptic species of Crepidula in northern Chile","MARINE BIOLOGY",143,"131","142",1,1,0,"Mollusca","Genetic, Morphological, Ecological, Reproductive","Allozymes",3,"No differentiation","Sympatric","Yes",NA,TRUE,"122","4","12","4","Pacific",NA,"Planktotroph, Direct development, nurse eggs","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Crepidula spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Crepidula","Gastropoda","Mollusca",1,NA,NA,NA,NA,"122","4","12","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy","Very low or null","Demersal or benthic",NA
"Cryptasterina",NA,"Cryptasterina","Asteroidea","Echinodermata",NA,NA,"Cryptasterina","Hart, MW; Johnson, SL; Addison, JA; Byrne, M",2004,"Strong character incongruence and character choice in phylogeny of sea stars of the Asterinidae","INVERTEBRATE BIOLOGY",123,"343","356",1,1,0,"Echinodermata","Genetic, Morphological, Reproductive","mtDNA",4,"No differentiation","unknown",NA,NA,NA,"4",NA,NA,NA,"Australia",NA,"Lecithotrophic, vivparous","unknown","Demersal or benthic","Cryptasterina",NA,NA,"Asteroidea","Echinodermata","other",NA,NA,NA,"Cryptasterina","Asteroidea","Echinodermata",1,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,"25","",NA,"Normal",NA,"Demersal or benthic",NA
"Dendronotus spp.",NA,"Dendronotus","Gastropoda","Mollusca",NA,NA,"Dendronotus","Thollesson, M",1998,"Discrimination of two Dendronotus species by allozyme electrophoresis and the reinstatement of Dendronotus lacteus (Thompson, 1840) (Nudibranchia, Dendronotoidea)","ZOOLOGICA SCRIPTA",27,"189","195",1,1,0,"Mollusca","Genetic, Morphological","Allozymes",2,"Diagnostic","Sympatric",NA,NA,TRUE,"10","1","17","1","Atlantic",NA,NA,"unknown","Demersal or benthic","Dendronotus spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Dendronotus","Gastropoda","Mollusca",1,NA,NA,NA,NA,"10","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,"25","",NA,"Normal",NA,"Demersal or benthic",NA
"Dipolydora spp.",NA,"Dipolydora","Polychaeta","Annelida",NA,NA,"Dipolydora","Manchenko, GP; Radashevsky, VI",2002,"Genetic differences between two sibling sympatric Dipolydora species (Polychaeta : Spionidae) from the Sea of Japan, and a new species description","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM",82,"193","199",1,1,0,"annelida","Genetic, Morphological, Ecological","Allozymes",2,"Statistic","Sympatric","Yes",NA,TRUE,"57","1",NA,"1","Pacific",NA,NA,"Soft sediment, chaetopterus tubes, bivalve shells","Demersal or benthic","Dipolydora spp.",NA,NA,"Polychaeta","Annelida","other",NA,NA,NA,"Dipolydora","Polychaeta","Annelida",1,NA,NA,NA,NA,"57","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, chaetopterus tubes, bivalve shells,Demersal or benthic",TRUE,"25","","Sediment","Normal",NA,"Demersal or benthic",NA
"Discoporella spp.",NA,"Discoporella","Gymnolaemata","Bryozoa",NA,NA,"Discoporella","Dick, MH; Herrera-Cubilla, A; Jackson, JBC",2003,"Molecular phylogeny reveals extensive ancient and ongoing radiations in a snapping shrimp species complex (Crustacea, Alpheidae, Alpheus armillatus)","Molecular Phylogenetics and Evolution",50,"268","281",1,1,0,"Bryozoa","Genetic, Morphological","mtDNA",3,NA,"Allopatric, Sympatric",NA,NA,NA,"88","5",NA,NA,"Pacific",NA,"Lecithotrophic","Soft sediment","Demersal or benthic","Discoporella spp.",NA,NA,"Gymnolaemata","Bryozoa","other",NA,NA,NA,"Discoporella","Gymnolaemata","Bryozoa",1,NA,NA,NA,NA,"88","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,"25","","Sediment","Normal",NA,"Demersal or benthic",NA
"Doto spp.",NA,"Doto","Gastropoda","Mollusca",NA,NA,"Doto","Shipman, Carissa; Gosliner, Terrence",2015,"Molecular and morphological systematics of Doto Oken, 1851 (Gastropoda: Heterobranchia), with descriptions of five new species and a new genus","ZOOTAXA",3973,"57","101",1,1,0,"Mollusca","Genetic, Morphological","mtDNA, other nuclear",5,"Statistic","Allopatric, Sympatric","Yes",NA,TRUE,"70","11",NA,NA,"Global",NA,"Planktotroph, Lecithotrophic","various","Demersal or benthic","Doto spp.",NA,NA,"Gastropoda","Mollusca","other",NA,NA,NA,"Doto","Gastropoda","Mollusca",1,NA,NA,NA,NA,"70","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"various,Demersal or benthic",TRUE,"25","",NA,"Normal",NA,"Demersal or benthic",NA
"Drymonema spp.",NA,"Drymonema","Scyphozoa","Cnidaria",NA,NA,"Drymonema","Bayha, Keith M.; Dawson, Michael N.",2010,"New Family of Allomorphic Jellyfishes, Drymonematidae (Scyphozoa, Discomedusae), Emphasizes Evolution in the Functional Morphology and Trophic Ecology of Gelatinous Zooplankton","BIOLOGICAL BULLETIN",219,"249","267",1,1,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear, ITS",3,"Statistic","Allopatric",NA,NA,TRUE,"13","5","19","6","Mediterranean, Atlantic",NA,NA,"Pelagic","Pelagic","Drymonema spp.",NA,NA,"Scyphozoa","Cnidaria","other",NA,NA,NA,"Drymonema","Scyphozoa","Cnidaria",1,NA,NA,NA,NA,"13","5","19","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Othilia spp.",NA,"Echinaster","Asteroidea","Echinodermata",NA,NA,"Echinaster","TUTTLE, RD; LINDAHL, R",1980,"GENETIC-VARIABILITY IN 3 CO-OCCURRING FORMS OF THE STARFISH GENUS OTHILIA (= ECHINASTER)","Experientia",36,"923","925",1,1,0,"Echinodermata","Genetic, Morphological","Allozymes",2,"Diagnostic","Sympatric",NA,NA,TRUE,"69","1","69","1","gulf of Mexico","larval and adult info not given",NA,"unknown","Demersal or benthic","Echinaster spp.",NA,NA,"Asteroidea","Echinodermata","other",NA,NA,NA,"Echinaster","Asteroidea","Echinodermata",1,NA,NA,NA,NA,"69","1","69","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,"25","",NA,"Normal",NA,"Demersal or benthic",NA
"Echinometra spp.ABCD",NA,"Echinometra","Echinoidea","Echinodermata",NA,NA,"Echinometra","Rahman, MA; Uehara, T",2004,"Interspecific hybridization and backcrosses between two sibling species of Pacific sea urchins (Genus Echinometra) on Okinawan Intertidal Reefs","ZOOLOGICAL STUDIES",43,"93","111",1,1,1,"Echinodermata","Morphological, Reproductive","Allozymes, mtDNA (various studies since Matsuoka, 1991)",2,"Diagnostic","Sympatric",NA,NA,TRUE,NA,NA,NA,NA,"Pacific",NA,"Planktotroph","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Echinometra spp.",NA,NA,"Echinoidea","Echinodermata","other",NA,NA,NA,"Echinometra","Echinoidea","Echinodermata",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,"5","5","Rocky","Easy",NA,"Demersal or benthic",NA
"Eubalaena spp.",NA,"Eubalaena","Mammalia","Chordata",NA,NA,"Eubalaena","Gaines, CA; Hare, MP; Beck, SE; Rosenbaum, HC",2005,"Nuclear markers confirm taxonomic status and relationships among highly endangered and closely related right whale species","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",272,"533","542",1,1,0,"mammal","Genetic","mtDNA, other nuclear",3,NA,"Allopatric",NA,NA,NA,"25",NA,NA,NA,"Global",NA,"mammal","Pelagic","Pelagic","Eubalaena spp.",NA,NA,"Mammalia","Chordata","other",NA,NA,NA,"Eubalaena","Mammalia","Chordata",1,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,"1000","1000",NA,"Normal","High","Pelagic",NA
"Eugymnanthea spp.",NA,"Eugymnanthea","Hydrozoa","Cnidaria",NA,NA,"Eugymnanthea","Govindarajan, AF; Piraino, S; Gravili, C; Kubota, S",2005,"Species identification of bivalve-inhabiting marine hydrozoans of the genus Eugymnanthea","INVERTEBRATE BIOLOGY",124,"1","10",1,1,0,"Cnidaria","Genetic, Morphological, Reproductive","mtDNA",2,"Statistic","Allopatric",NA,"Yes",TRUE,"7","3","6152","2","Global",NA,"Lecithotrophic","Coastal, inside bivalves","Demersal or benthic","Eugymnanthea spp.",NA,NA,"Hydrozoa","Cnidaria","other",NA,NA,NA,"Eugymnanthea","Hydrozoa","Cnidaria",1,NA,NA,NA,NA,"7","3","6152","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, inside bivalves,Demersal or benthic",TRUE,"25","25",NA,"Normal",NA,"Demersal or benthic",NA
