NameBeforeCor,acceptedName_wormsV1,genus_wormsV1,class_wormsV1,phylum_wormsV1,PremierNom,Article_authors,Article_year,Article_title,Article_journal,Article_vol,Article_start.Page,Article_end.Page,Group_survey,MainDataType,GeneticMarker,Nb_CS,Morpho_diff,relativeDistribution,Eco_diff,Repro_diff,RIOK,Nig,Nsg,Nim,Nsm,Region,Comments,Larva,Habitat,adultDispersal,SpeciesName,KeepFATE,gs,yearb,Nb_CScomplex_inArticle,nb_RemainingArticles,nb_RemovedArticles,nb_art,nb_Articles_per_sp,orig_Nig,orig_Nsg,orig_Nim,orig_Nsm,Npol,Ntemp,Trop,Stemp,Spol,nb_zones,NbSitesUsed_r100,SimplifiedName,ncbi,mito,dna,Geo_diff,larv.pktro,larv.leci,larv.dd,larv.pel,larva,Hpelagic,Hcoastal,Hcoralreef,Hdeepsea,Hintertidal,Hseagrass,Hestuarine,Hcave,adultbenthic,adultpelagic,HabAdu,Demersal,HKKv3,Hsubstrate,HDifAccess,Dispers,DispAdult,noNeedTaxonSearch,genus,genusBC,Geo_dif3,symp,sympara,allop,NoMorphoDiff,StatMorphoDiff,DiagMorphoDiff,phylum_class,hard_skeleton,ferti,image,genitals,CSss,Sympatric
Carcinus spp.,NA,Carcinus,Malacostraca,Arthropoda,Carcinus,"Geller, JB; Walton, ED; Grosholz, ED; Ruiz, GM",1997,Cryptic invasions of the crab Carcinus detected by molecular phylogeography,MOLECULAR ECOLOGY,6,901,906,Arthropoda,Genetic,mtDNA,2,NA,Allopatric,NA,NA,NA,83,12,NA,NA,"Atlantic, Mediterranean",Although the study is global the native range is atlantic/mediterranean.,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Carcinus spp.,other,NA,NA,1,NA,NA,NA,NA,83,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,NA,Carcinus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Arthropoda_Malacostraca,Y,I,Y,Y,NA,FALSE
Cassiopea spp.,NA,Cassiopea,Scyphozoa,Cnidaria,Cassiopea,"Holland, BS; Dawson, MN; Crow, GL; Hofmann, DK",2004,Global phylogeography of Cassiopea (Scyphozoa : Rhizostomeae): molecular evidence for cryptic species and multiple invasions of the Hawaiian Islands,MARINE BIOLOGY,145,1119,1128,Cnidaria,Genetic,mtDNA,6,NA,"Allopatric, Sympatric",NA,NA,NA,32,17,NA,NA,Global,NA,NA,"mangrove, lagoons",Demersal or benthic,Cassiopea spp.,other,NA,NA,1,NA,NA,NA,NA,32,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"mangrove, lagoons,Demersal or benthic",TRUE,10,NA,Average,NA,Demersal or benthic,NA,NA,Cassiopea,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Cnidaria_Scyphozoa,N,E,N,N,NA,TRUE
Cenolia sp.,NA,Cenolia,Crinoidea,Echinodermata,Cenolia,"Naughton, K. M.; O'Hara, T. D.; Appleton, B.; Gardner, M. G.",2014,Sympatric cryptic species in the crinoid genus Cenolia (Echinodermata: Crinoidea: Comasteridae) delineated by sequence and microsatellite markers,MOLECULAR PHYLOGENETICS AND EVOLUTION,78,160,171,Echinodermata,"Genetic, Morphological","mtDNA, microsatellites, other nuclear, ITS",3,Statistic,Sympatric,NA,NA,TRUE,315,13,315,13,Australia,NA,Lecithotrophic,Coastal,"Demersal or benthic, Coastal",Cenolia sp.,other,NA,NA,1,NA,NA,NA,NA,315,13,315,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal,Demersal or benthic, Coastal",TRUE,25,NA,Average,NA,Demersal or benthic,NA,NA,Cenolia,Sympatric,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Echinodermata_Crinoidea,Y,E,N,N,TRUE,TRUE
Cerithidea sp.,NA,Cerithidea,Gastropoda,Mollusca,Cerithidea,"Reid, David G.; Claremont, Martine; Smith, Lisa; Shamoto, Manabu; Glaubrecht, Matthias; Ozawa, Tomowo",2013,Mosaics in the mangroves: allopatric diversification of tree-climbing mudwhelks (Gastropoda: Potamididae: Cerithidea) in the Indo-West Pacific,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,110,564,580,Mollusca,"Genetic, Morphological","mtDNA, other nuclear",15,No differentiation,Allopatric,NA,NA,NA,111,48,NA,NA,Indo-Pacific,"Shell morphology was diagnostic for some species but not all. Paper deals with 4 different nominal species, each of which is made up of several allopatric cryptic species. Morphology information is cited as unpublished data.",Planktotroph,"Coastal, mangrove","Demersal or benthic, Coastal",Cerithidea sp.,other,NA,NA,1,NA,NA,NA,NA,111,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, mangrove,Demersal or benthic, Coastal",TRUE,10,NA,Average,NA,Demersal or benthic,NA,NA,Cerithidea,Allopatric,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,FALSE
Chelon sp.,NA,Chelon,Actinopterygii,Chordata,Chelon,"Durand, JD; Hubert, N; Shen, KN; Borsa, P",2017,DNA barcoding grey mullets,REVIEWS IN FISH BIOLOGY AND FISHERIES,27,233,243,Fish,Genetic,mtDNA,10,NA,Allopatric,NA,NA,NA,23,9,NA,NA,global,complex previously described,Not sure - need to look up elsewhere,Coastal,"Pelagic, Coastal",Chelon,other,NA,NA,6,NA,NA,NA,NA,23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Coastal,Pelagic, Coastal",FALSE,1000,NA,Average,High,Pelagic,NA,NA,Chelon,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Actinopterygii,Y,E,Y,N,NA,FALSE
Chicoreus spp.,NA,Chicoreus,Gastropoda,Mollusca,Chicoreus,"Castelin, Magalie; Lambourdiere, Josie; Boisselier, Marie-Catherine; Lozouet, Pierre; Couloux, Arnaud; Cruaud, Corinne; Samadi, Sarah",2010,Hidden diversity and endemism on seamounts: focus on poorly dispersive neogastropods,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,100,420,438,Mollusca,Genetic,mtDNA,3,NA,Allopatric,NA,NA,NA,59,8,NA,NA,Pacific,NA,NA,"Deep sea, seamount",Demersal or benthic,Chicoreus spp.,other,NA,NA,3,NA,NA,NA,NA,59,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea, seamount,Demersal or benthic",TRUE,100,NA,Inaccessible,NA,Demersal or benthic,NA,NA,Chicoreus,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE
Chthamalus spp.,NA,Chthamalus,Thecostraca,Arthropoda,Chthamalus,"Pitombo, Fabio Bettini; Burton, Ron",2007,"Systematics and biogeography of Tropical Eastern Pacific Chthamalus with descriptions of two new species (cirripedia, thoracica)",ZOOTAXA,NA,1,30,Arthropoda,"Genetic, Morphological",mtDNA,3,Statistic,"Allopatric, Sympatric",NA,NA,TRUE,16,NA,27,3,Pacific,NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Chthamalus spp.,other,NA,NA,1,NA,NA,NA,NA,16,NA,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,NA,Chthamalus,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Arthropoda_Hexanauplia,NA,NA,NA,NA,TRUE,TRUE
Clarkcoma sp.,NA,Clarkcoma,Ophiuroidea,Echinodermata,Clarkcoma,"Naughton, K. M.; O'Hara, T. D.; Appleton, B.; Cisternas, P. A.",2014,Antitropical distributions and species delimitation in a group of ophiocomid brittle stars (Echinodermata: Ophiuroidea: Ophiocomidae),MOLECULAR PHYLOGENETICS AND EVOLUTION,78,232,244,Echinodermata,"Genetic, Ecological","mtDNA, microsatellites, other nuclear, ITS",3,NA,Sympatric,Yes,NA,TRUE,264,28,300,NA,NA,NA,"Planktotroph, Lecithotrophic","Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Clarkcoma sp.,other,NA,NA,1,NA,NA,NA,NA,264,28,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,NA,Accessible,NA,Demersal or benthic,NA,NA,Clarkcoma,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Echinodermata_Ophiuroidea,Y,E,N,N,NA,TRUE
Clathrina spp.,NA,Clathrina,Calcarea,Porifera,Clathrina,"KLAUTAU, M; SOLECAVA, AM; BOROJEVIC, R",1994,"BIOCHEMICAL SYSTEMATICS OF SIBLING SYMPATRIC SPECIES OF CLATHRINA (PORIFERA, CALCAREA)",Biochemical Systematics and Ecology,22,367,375,Porifera,"Genetic, Morphological",Allozymes,4,Statistic,Sympatric,NA,NA,TRUE,141,1,220,1,Atlantic,larval info not given.,NA,"Rocky shore, Coastal","Demersal or benthic, Coastal",Clathrina spp.,other,NA,NA,1,NA,NA,NA,NA,141,1,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,25,Rocky,Average,NA,Demersal or benthic,NA,NA,Clathrina,Sympatric,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Porifera_Calcarea,Y,E,N,N,TRUE,TRUE
Clytia spp.,NA,Clytia,Hydrozoa,Cnidaria,Clytia,"Lindner, Alberto; Govindarajan, Annette F.; Migotto, Alvaro E.",2011,"Cryptic species, life cycles, and the phylogeny of Clytia (Cnidaria: Hydrozoa: Campanulariidae)",ZOOTAXA,NA,23,36,Cnidaria,"Genetic, Morphological","mtDNA, other nuclear",7,No differentiation,"Allopatric, Sympatric",NA,NA,TRUE,13,7,10,9,"Atlantic, Mediterranean",NA,"Planktotroph, Pelagic","Pelagic, Rocky shore, Coastal, fouling communities","Pelagic, Demersal or benthic",Clytia spp.,other,NA,NA,1,NA,NA,NA,NA,13,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Pelagic, Rocky shore, Coastal, fouling communities,Pelagic, Demersal or benthic",TRUE,1000,Rocky,Average,High,Demersal or benthic,NA,NA,Clytia,"Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Cnidaria_Hydrozoa,N,E,N,N,TRUE,TRUE
Columbella spp.,NA,Columbella,Gastropoda,Mollusca,Columbella,"Russini, V; Fassio, G; Modica, MV; deMaintenon, MJ; Oliverio, M",2017,"An assessment of the genus Columbella Lamarck, 1799 (Gastropoda: Columbellidae) from eastern Atlantic",ZOOSYSTEMA,39,197,212,Mollusca,"Genetic, Morphological",mtDNA,NA,NA,Allopatric,NA,Yes,TRUE,40,26,NA,NA,"East Atlantic Ocean (Africa, Macaronesia) , Mediterranean Sea",NA,"Planktotroph, non-planktotrophic (vary between distinct CS)",Coastal,Coastal,Columbella,other,NA,NA,1,NA,NA,NA,NA,40,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Coastal,Coastal",FALSE,NA,NA,Average,NA,NA,NA,NA,Columbella,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Mollusca_Gastropoda,Y,B,Y,B,NA,FALSE
Crassostrea spp.,NA,Crassostrea,Bivalvia,Mollusca,Crassostrea,"Ignacio, BL; Absher, TM; Lazoski, C; Sole-Cava, AM",2000,Genetic evidence of the presence of two species of Crassostrea (Bivalvia : Ostreidae) on the coast of Brazil,MARINE BIOLOGY,136,987,991,Mollusca,Genetic,Allozymes,2,NA,Sympatric,NA,NA,TRUE,148,3,NA,NA,Atlantic,data on growth rate and larval morphology is elsewhere.,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools, mangrove","Demersal or benthic, Coastal",Crassostrea spp.,other,NA,NA,1,NA,NA,NA,NA,148,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, mangrove,Demersal or benthic, Coastal",TRUE,10,Rocky,Accessible,NA,Demersal or benthic,NA,NA,Crassostrea,Sympatric,TRUE,TRUE,FALSE,NA,NA,NA,Mollusca_Bivalvia,Y,E,N,N,NA,TRUE
Crepidula spp.,NA,Crepidula,Gastropoda,Mollusca,Crepidula,"Veliz, D; Winkler, FM; Guisado, C",2003,Developmental and genetic evidence for the existence of three morphologically cryptic species of Crepidula in northern Chile,MARINE BIOLOGY,143,131,142,Mollusca,"Genetic, Morphological, Ecological, Reproductive",Allozymes,3,No differentiation,Sympatric,Yes,NA,TRUE,122,4,12,4,Pacific,NA,"Planktotroph, Direct development, nurse eggs","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Crepidula spp.,other,NA,NA,1,NA,NA,NA,NA,122,4,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,Very low or null,Demersal or benthic,NA,NA,Crepidula,Sympatric,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE
Cryptasterina,NA,Cryptasterina,Asteroidea,Echinodermata,Cryptasterina,"Hart, MW; Johnson, SL; Addison, JA; Byrne, M",2004,Strong character incongruence and character choice in phylogeny of sea stars of the Asterinidae,INVERTEBRATE BIOLOGY,123,343,356,Echinodermata,"Genetic, Morphological, Reproductive",mtDNA,4,No differentiation,unknown,NA,NA,NA,4,NA,NA,NA,Australia,NA,"Lecithotrophic, vivparous",unknown,Demersal or benthic,Cryptasterina,other,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,NA,Cryptasterina,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Echinodermata_Asteroidea,Y,E,N,N,TRUE,NA
Dendronotus spp.,NA,Dendronotus,Gastropoda,Mollusca,Dendronotus,"Thollesson, M",1998,"Discrimination of two Dendronotus species by allozyme electrophoresis and the reinstatement of Dendronotus lacteus (Thompson, 1840) (Nudibranchia, Dendronotoidea)",ZOOLOGICA SCRIPTA,27,189,195,Mollusca,"Genetic, Morphological",Allozymes,2,Diagnostic,Sympatric,NA,NA,TRUE,10,1,17,1,Atlantic,NA,NA,unknown,Demersal or benthic,Dendronotus spp.,other,NA,NA,1,NA,NA,NA,NA,10,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,NA,Dendronotus,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Mollusca_Gastropoda,Y,B,Y,B,FALSE,TRUE
Dipolydora spp.,NA,Dipolydora,Polychaeta,Annelida,Dipolydora,"Manchenko, GP; Radashevsky, VI",2002,"Genetic differences between two sibling sympatric Dipolydora species (Polychaeta : Spionidae) from the Sea of Japan, and a new species description",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,82,193,199,annelida,"Genetic, Morphological, Ecological",Allozymes,2,Statistic,Sympatric,Yes,NA,TRUE,57,1,NA,1,Pacific,NA,NA,"Soft sediment, chaetopterus tubes, bivalve shells",Demersal or benthic,Dipolydora spp.,other,NA,NA,1,NA,NA,NA,NA,57,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, chaetopterus tubes, bivalve shells,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,NA,NA,Dipolydora,Sympatric,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,TRUE
Discoporella spp.,NA,Discoporella,Gymnolaemata,Bryozoa,Discoporella,"Dick, MH; Herrera-Cubilla, A; Jackson, JBC",2003,"Molecular phylogeny reveals extensive ancient and ongoing radiations in a snapping shrimp species complex (Crustacea, Alpheidae, Alpheus armillatus)",Molecular Phylogenetics and Evolution,50,268,281,Bryozoa,"Genetic, Morphological",mtDNA,3,NA,"Allopatric, Sympatric",NA,NA,NA,88,5,NA,NA,Pacific,NA,Lecithotrophic,Soft sediment,Demersal or benthic,Discoporella spp.,other,NA,NA,1,NA,NA,NA,NA,88,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,NA,Sediment,Average,NA,Demersal or benthic,NA,NA,Discoporella,"Sympatric, Allopatric",TRUE,TRUE,TRUE,NA,NA,NA,Bryozoa_Gymnolaemata,Y,I,N,N,NA,TRUE
Doto spp.,NA,Doto,Gastropoda,Mollusca,Doto,"Shipman, Carissa; Gosliner, Terrence",2015,"Molecular and morphological systematics of Doto Oken, 1851 (Gastropoda: Heterobranchia), with descriptions of five new species and a new genus",ZOOTAXA,3973,57,101,Mollusca,"Genetic, Morphological","mtDNA, other nuclear",5,Statistic,"Allopatric, Sympatric",Yes,NA,TRUE,70,11,NA,NA,Global,NA,"Planktotroph, Lecithotrophic",various,Demersal or benthic,Doto spp.,other,NA,NA,1,NA,NA,NA,NA,70,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sympatric, Allopatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"various,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,NA,Doto,"Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Mollusca_Gastropoda,Y,B,Y,B,TRUE,TRUE
Drymonema spp.,NA,Drymonema,Scyphozoa,Cnidaria,Drymonema,"Bayha, Keith M.; Dawson, Michael N.",2010,"New Family of Allomorphic Jellyfishes, Drymonematidae (Scyphozoa, Discomedusae), Emphasizes Evolution in the Functional Morphology and Trophic Ecology of Gelatinous Zooplankton",BIOLOGICAL BULLETIN,219,249,267,Cnidaria,"Genetic, Morphological","mtDNA, other nuclear, ITS",3,Statistic,Allopatric,NA,NA,TRUE,13,5,19,6,"Mediterranean, Atlantic",NA,NA,Pelagic,Pelagic,Drymonema spp.,other,NA,NA,1,NA,NA,NA,NA,13,5,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,NA,Drymonema,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Cnidaria_Scyphozoa,N,E,N,N,TRUE,FALSE
Othilia spp.,NA,Echinaster,Asteroidea,Echinodermata,Echinaster,"TUTTLE, RD; LINDAHL, R",1980,GENETIC-VARIABILITY IN 3 CO-OCCURRING FORMS OF THE STARFISH GENUS OTHILIA (= ECHINASTER),Experientia,36,923,925,Echinodermata,"Genetic, Morphological",Allozymes,2,Diagnostic,Sympatric,NA,NA,TRUE,69,1,69,1,gulf of Mexico,larval and adult info not given,NA,unknown,Demersal or benthic,Echinaster spp.,other,NA,NA,1,NA,NA,NA,NA,69,1,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unknown,Demersal or benthic",TRUE,NA,NA,Average,NA,Demersal or benthic,NA,NA,Othilia,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Echinodermata_Asteroidea,Y,E,N,N,FALSE,TRUE
Echinometra spp.ABCD,NA,Echinometra,Echinoidea,Echinodermata,Echinometra,"Rahman, MA; Uehara, T",2004,Interspecific hybridization and backcrosses between two sibling species of Pacific sea urchins (Genus Echinometra) on Okinawan Intertidal Reefs,ZOOLOGICAL STUDIES,43,93,111,Echinodermata,"Morphological, Reproductive","Allozymes, mtDNA (various studies since Matsuoka, 1991)",2,Diagnostic,Sympatric,NA,NA,TRUE,NA,NA,NA,NA,Pacific,NA,Planktotroph,"Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal",Echinometra spp.,other,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sympatric,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,Rocky,Accessible,NA,Demersal or benthic,NA,NA,Echinometra,Sympatric,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Echinodermata_Echinoidea,Y,E,N,N,FALSE,TRUE
Eubalaena spp.,NA,Eubalaena,Mammalia,Chordata,Eubalaena,"Gaines, CA; Hare, MP; Beck, SE; Rosenbaum, HC",2005,Nuclear markers confirm taxonomic status and relationships among highly endangered and closely related right whale species,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,272,533,542,mammal,Genetic,"mtDNA, other nuclear",3,NA,Allopatric,NA,NA,NA,25,NA,NA,NA,Global,NA,mammal,Pelagic,Pelagic,Eubalaena spp.,other,NA,NA,1,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,NA,Average,High,Pelagic,NA,NA,Eubalaena,Allopatric,FALSE,FALSE,TRUE,NA,NA,NA,Chordata_Mammalia,Y,I,Y,Y,NA,FALSE
Eugymnanthea spp.,NA,Eugymnanthea,Hydrozoa,Cnidaria,Eugymnanthea,"Govindarajan, AF; Piraino, S; Gravili, C; Kubota, S",2005,Species identification of bivalve-inhabiting marine hydrozoans of the genus Eugymnanthea,INVERTEBRATE BIOLOGY,124,1,10,Cnidaria,"Genetic, Morphological, Reproductive",mtDNA,2,Statistic,Allopatric,NA,Yes,TRUE,7,3,6152,2,Global,NA,Lecithotrophic,"Coastal, inside bivalves",Demersal or benthic,Eugymnanthea spp.,other,NA,NA,1,NA,NA,NA,NA,7,3,6152,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coastal, inside bivalves,Demersal or benthic",TRUE,25,NA,Average,NA,Demersal or benthic,NA,NA,Eugymnanthea,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Cnidaria_Hydrozoa,N,E,N,N,TRUE,FALSE
Eunice spp.,NA,Eunice,Polychaeta,Annelida,Eunice,"Carrera-Parra, Luis F.; Salazar-Vallejo, Sergio I.",2011,"Redescriptions of Eunice filamentosa and E. denticulata and description of E. tovarae n. sp. (Polychaeta: Eunicidae), highlighted with morphological and molecular data",ZOOTAXA,NA,51,64,annelida,"Genetic, Morphological",mtDNA,3,Statistic,Allopatric,NA,NA,TRUE,10,4,61,22,"Caribbean, Pacific, Atlantic",NA,NA,"Rocky shore, Coastal, fouling community","Demersal or benthic, Coastal",Eunice spp.,other,NA,NA,1,NA,NA,NA,NA,10,4,61,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allopatric,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, fouling community,Demersal or benthic, Coastal",TRUE,25,Rocky,Average,NA,Demersal or benthic,NA,NA,Eunice,Allopatric,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Annelida_Polychaeta,N,B,N,N,TRUE,FALSE
