Species	Phylum	IsInSurvey	year
Eretmochelys_imbricata	Chordata	No	NA
Caranx_igNobilis	Chordata	No	NA
Stethojulis_balteata	Chordata	No	NA
Sparisoma_chrysopterum	Chordata	No	NA
Ampelisca_tenuicornis	Arthropoda	No	1856
Holacanthus_ciliaris	Chordata	No	NA
Illex_argentinus	Mollusca	No	NA
Anarhichas_miNor	Chordata	No	NA
ANoplopoma_fimbria	Chordata	No	NA
Dicentrarchus_labrax	Chordata	No	NA
Hydroprogne_caspia	Chordata	No	NA
Tellimya_ferrugiNosa	Mollusca	No	NA
Coregonus_artedi	Chordata	No	NA
Sufflamen_bursa	Chordata	No	NA
Ampharete_lindstroemi	Annelida	No	1874
Osmerus_eperlanus	Chordata	No	NA
Pandalus_montagui	Arthropoda	No	1814
Mullus_surmuletus	Chordata	No	1758
Epibulus_insidiator	Chordata	No	NA
Oithona_plumifera	Arthropoda	No	NA
Salmo_salar	Chordata	No	1758
Mugil_curema	Chordata	Yes	NA
Phalacrocorax_sulcirostris	Chordata	No	NA
Umbellula_lindahli	Cnidaria	No	NA
Lyopsetta_exilis	Chordata	No	NA
Entelurus_aequoreus	Chordata	No	NA
Amphiura_chiajei	EchiNodermata	No	1843
Trachinus_draco	Chordata	No	1758
Chromis_acares	Chordata	No	NA
CteNochaetus_cyaNocheilus	Chordata	No	2001
Peprilus_burti	Chordata	No	NA
Oikopleura_(Vexillaria)_dioica	Chordata	No	NA
Caranx_melampygus	Chordata	No	NA
Halobaena_caerulea	Chordata	No	NA
Anchoa_lyolepis	Chordata	No	NA
Nephtys_incisa	Annelida	No	NA
Stenella_frontalis	Chordata	No	1829
Temora_turbinata	Arthropoda	No	NA
Grampus_griseus	Chordata	No	NA
Sagitta_bipunctata	Chaetognatha	No	1827
Balanus_crenatus	Arthropoda	No	1789
Chamelea_striatula	Mollusca	No	NA
Pomacentrus_coelestis	Chordata	Yes	NA
CyNoscion_regalis	Chordata	No	NA
CoryphaeNoides_subserrulatus	Chordata	No	NA
Hemigymnus_fasciatus	Chordata	No	NA
Pollachius_pollachius	Chordata	No	NA
Oxycheilinus_unifasciatus	Chordata	No	NA
Stercorarius_pomarinus	Chordata	No	NA
Aluterus_moNoceros	Chordata	No	NA
Jaera_(Jaera)_albifrons	Arthropoda	Yes	NA
Kajikia_audax	Chordata	No	NA
Stegastes_adustus	Chordata	No	NA
Illex_coindetii	Mollusca	No	NA
Polysteganus_coeruleopunctatus	Chordata	No	NA
Baltidrilus_costatus	Annelida	No	NA
Cetorhinus_maximus	Chordata	No	NA
LageNorhynchus_acutus	Chordata	No	1828
Protodorvillea_kefersteini	Annelida	No	NA
Ophelia_borealis	Annelida	No	1866
Halichoeres_radiatus	Chordata	No	NA
Timoclea_ovata	Mollusca	No	NA
Fundulus_grandis	Chordata	No	NA
Seriolella_punctata	Chordata	No	NA
Elops_saurus	Chordata	Yes	1767
Pavona_varians	Cnidaria	No	1864
Thalassoma_lutescens	Chordata	No	NA
Merluccius_productus	Chordata	No	NA
Lebbeus_polaris	Arthropoda	No	NA
CoryphaeNoides_serrulatus	Chordata	No	NA
Macrosetella_gracilis	Arthropoda	No	NA
Mirounga_angustirostris	Chordata	No	NA
Pseudocyttus_maculatus	Chordata	No	NA
Cylichna_cylindracea	Mollusca	No	NA
Nephtys_ciliata	Annelida	No	NA
Montastraea_caverNosa	Cnidaria	No	NA
Sabellaria_spinulosa	Annelida	No	NA
Stercorarius_parasiticus	Chordata	No	1758
Acanthurus_lineatus	Chordata	No	NA
Plectropomus_maculatus	Chordata	No	NA
Centroscymnus_crepidater	Chordata	No	NA
PrioNospio_cirrifera	Annelida	No	1883
Scarus_niger	Chordata	No	NA
Parvicardium_pinnulatum	Mollusca	No	1831
Limanda_aspera	Chordata	No	NA
Psammobatis_Normani	Chordata	No	NA
Littorina_littorea	Mollusca	No	NA
Chaetodon_sedentarius	Chordata	No	NA
Oncorhynchus_keta	Chordata	No	NA
Atheresthes_evermanni	Chordata	No	NA
Crepidula_fornicata	Mollusca	No	NA
Carcharhinus_limbatus	Chordata	No	NA
Dorosoma_petenense	Chordata	No	NA
Subeucalanus_subcrassus	Arthropoda	No	NA
Perioculodes_longimanus	Arthropoda	No	NA
Chamelea_gallina	Mollusca	No	NA
Scarus_frenatus	Chordata	No	NA
Catostomus_commersonii	Chordata	No	NA
Melichthys_niger	Chordata	No	NA
Maurolicus_muelleri	Chordata	No	NA
Microdeutopus_gryllotalpa	Arthropoda	No	NA
Aphareus_furca	Chordata	No	NA
Chauliodus_sloani	Chordata	No	NA
Harmothoe_impar	Annelida	No	NA
Limacina_helicina	Mollusca	No	NA
Epinephelus_morio	Chordata	No	NA
SoleNosmilia_variabilis	Cnidaria	No	1873
Raja_straeleni	Chordata	No	NA
Puffinus_lherminieri	Chordata	No	NA
Zalophus_californianus	Chordata	No	NA
Crangon_septemspiNosa	Arthropoda	No	NA
Galathea_intermedia	Arthropoda	No	1851
Themisto_gaudichaudii	Arthropoda	Yes	1825
CteNocalanus_citer	Arthropoda	No	NA
Clausocalanus_laticeps	Arthropoda	No	NA
Alitta_virens	Annelida	Yes	NA
Mesopodopsis_slabberi	Arthropoda	Yes	NA
Ampelisca_spinipes	Arthropoda	No	1861
Laonice_bahusiensis	Annelida	No	1920
Sebastes_viviparus	Chordata	No	NA
Alcyonium_digitatum	Cnidaria	No	1758
Eunereis_longissima	Annelida	No	NA
Diastobranchus_capensis	Chordata	No	NA
Ammodytes_marinus	Chordata	No	1934
Melinna_palmata	Annelida	No	1870
Thaleichthys_pacificus	Chordata	No	NA
Harriotta_raleighana	Chordata	No	NA
Pandalus_jordani	Arthropoda	No	1902
Mergus_merganser	Chordata	No	NA
Undinula_vulgaris	Arthropoda	No	NA
Phyllodoce_groenlandica	Annelida	Yes	1842
Menidia_menidia	Chordata	No	NA
Calocalanus_plumulosus	Arthropoda	No	1863
Amphictene_auricoma	Annelida	No	NA
Thalassarche_steadi	Chordata	No	NA
Paracirrhites_forsteri	Chordata	No	NA
Malacoctenus_triangulatus	Chordata	No	NA
Swiftia_pacifica	Cnidaria	No	NA
Gammarus_salinus	Arthropoda	No	1947
Pleopis_polyphemoides	Arthropoda	No	NA
Pterodroma_lessonii	Chordata	No	NA
Hydrocoloeus_minutus	Chordata	No	NA
Parexogone_hebes	Annelida	No	NA
Chaetodipterus_faber	Chordata	No	NA
Anas_superciliosa	Chordata	No	NA
Panulirus_gracilis	Arthropoda	No	1871
Pomacentrus_lepidogenys	Chordata	No	NA
Larus_hartlaubii	Chordata	No	NA
Acropora_palmata	Cnidaria	No	1816
Galeus_melastomus	Chordata	No	1810
Bathyporeia_guilliamsoniana	Arthropoda	No	NA
Harpinia_antennaria	Arthropoda	No	NA
Orcinus_orca	Chordata	No	NA
Strongylocentrotus_droebachiensis	EchiNodermata	No	NA
Dugong_dugon	Chordata	No	NA
Donax_vittatus	Mollusca	No	NA
ArNoglossus_imperialis	Chordata	No	NA
Acanthochromis_polyacanthus	Chordata	Yes	NA
Balistes_capriscus	Chordata	No	1789
Trachurus_Novaezelandiae	Chordata	No	NA
Rhincalanus_nasutus	Arthropoda	Yes	NA
CteNolabrus_rupestris	Chordata	No	NA
Macoma_calcarea	Mollusca	No	NA
Oncaea_venusta	Arthropoda	Yes	1843
Streblospio_benedicti	Annelida	Yes	1879
Mustelus_canis	Chordata	No	NA
Stromateus_brasiliensis	Chordata	No	NA
Magelona_johnstoni	Annelida	No	2000
Merluccius_paradoxus	Chordata	No	NA
PrioNotus_tribulus	Chordata	No	NA
Centriscops_humerosus	Chordata	No	NA
Pseudocheilinus_octotaenia	Chordata	No	NA
Selene_setapinnis	Chordata	No	NA
Podiceps_auritus	Chordata	No	NA
Coelorinchus_inNotabilis	Chordata	No	NA
Orbicella_faveolata	Cnidaria	No	1786
Haematopus_longirostris	Chordata	No	NA
Macomangulus_tenuis	Mollusca	No	NA
Alosa_sapidissima	Chordata	No	NA
Aricidea_(Acmira)_catherinae	Annelida	No	NA
Phalaropus_lobatus	Chordata	No	NA
Raja_eglanteria	Chordata	No	NA
Chaetodon_auriga	Chordata	No	NA
Microcalanus_pusillus	Arthropoda	No	NA
PhocoeNoides_dalli	Chordata	No	1885
Trissopathes_pseudotristicha	Cnidaria	No	2003
Chromis_agilis	Chordata	No	1960
Urothoe_elegans	Arthropoda	No	1857
Pterosagitta_draco	Chaetognatha	No	NA
Centrostephanus_rodgersii	EchiNodermata	No	NA
Serratosagitta_pacifica	Chaetognatha	No	NA
Lepidopsetta_bilineata	Chordata	No	NA
Trinectes_maculatus	Chordata	No	NA
Hypanus_sabinus	Chordata	No	NA
Alloteuthis_subulata	Mollusca	No	NA
Saurida_undosquamis	Chordata	No	NA
Spisula_elliptica	Mollusca	No	NA
AidaNosagitta_regularis	Chaetognatha	No	NA
Synaphobranchus_kaupii	Chordata	No	NA
Notacanthus_sexspinis	Chordata	No	NA
Centroscyllium_fabricii	Chordata	No	NA
Temora_stylifera	Arthropoda	No	NA
Tautogolabrus_adspersus	Chordata	No	NA
PatagoNotothen_ramsayi	Chordata	No	NA
Heliocidaris_erythrogramma	EchiNodermata	No	NA
Echinarachnius_parma	EchiNodermata	No	NA
Carcharhinus_brachyurus	Chordata	No	NA
Girella_tricuspidata	Chordata	No	NA
Polysteganus_undulosus	Chordata	No	NA
Hemigymnus_melapterus	Chordata	No	NA
Makaira_nigricans	Chordata	No	1802
ParaprioNospio_pinnata	Annelida	No	NA
Ampharete_baltica	Annelida	No	NA
Polyprion_oxygeneios	Chordata	No	NA
CyaNophthalma_obscura	Nemertea	No	NA
Glycera_tridactyla	Annelida	No	1861
Urothoe_poseidonis	Arthropoda	No	1905
Cerorhinca_moNocerata	Chordata	No	NA
Uraspis_secunda	Chordata	No	NA
Stomolophus_meleagris	Cnidaria	No	1860
Pomacentrus_moluccensis	Chordata	No	NA
Chaetodon_ornatissimus	Chordata	No	NA
Idotea_chelipes	Arthropoda	No	NA
Oithona_setigera	Arthropoda	No	NA
Spirobranchus_lamarcki	Annelida	No	NA
Sthenelais_limicola	Annelida	No	NA
Tridacna_maxima	Mollusca	Yes	1798
Psammechinus_miliaris	EchiNodermata	No	NA
Pseudodiploria_strigosa	Cnidaria	No	1846
Idotea_balthica	Arthropoda	No	NA
Clibanarius_vittatus	Arthropoda	Yes	NA
Exogone_naidina	Annelida	No	1845
Podiceps_grisegena	Chordata	No	NA
Meuschenia_scaber	Chordata	No	NA
Larus_cirrocephalus	Chordata	No	NA
Libidoclaea_granaria	Arthropoda	No	NA
Lutjanus_analis	Chordata	No	NA
Neocyttus_rhomboidalis	Chordata	No	NA
Oxydromus_flexuosus	Annelida	No	NA
Canthigaster_jactator	Chordata	No	NA
Phoebastria_immutabilis	Chordata	No	NA
Pelecanus_occidentalis	Chordata	No	1767
Magelona_alleni	Annelida	No	1958
Streblospio_shrubsolii	Annelida	No	NA
Gobiosoma_robustum	Chordata	No	NA
Harmothoe_imbricata	Annelida	Yes	NA
LepidoNotus_squamatus	Annelida	Yes	NA
Amblyglyphidodon_curacao	Chordata	No	NA
Hyas_araneus	Arthropoda	No	NA
Scarus_schlegeli	Chordata	No	NA
Turritellinella_tricarinata	Mollusca	No	NA
Paraeuchaeta_hebes	Arthropoda	No	NA
Natator_depressa	Chordata	No	NA
Symphodus_melops	Chordata	No	NA
Acartia_(Acanthacartia)_tonsa	Arthropoda	Yes	NA
Polydora_ciliata	Annelida	Yes	NA
Sphyrna_lewini	Chordata	Yes	NA
Forcipiger_flavissimus	Chordata	No	NA
Egretta_garzetta	Chordata	No	NA
Peltarion_spinulosum	Arthropoda	No	NA
Mytilus_trossulus	Mollusca	No	NA
Aprion_virescens	Chordata	No	NA
Pleurobrachia_pileus	CteNophora	No	NA
Paralithodes_camtschaticus	Arthropoda	No	NA
Triconia_conifera	Arthropoda	No	NA
Himantopus_himantopus	Chordata	No	NA
Serratosagitta_pseudoserratodentata	Chaetognatha	No	NA
Penilia_avirostris	Arthropoda	No	1849
Mobula_alfredi	Chordata	No	NA
Porites_rus	Cnidaria	No	NA
Stellifer_lanceolatus	Chordata	No	NA
Pleuronectes_quadrituberculatus	Chordata	No	NA
Leptochiton_asellus	Mollusca	No	NA
Alosa_aestivalis	Chordata	No	NA
Sebastes_alutus	Chordata	No	NA
Acartia_(Acartia)_negligens	Arthropoda	No	NA
Eubalaena_glacialis	Chordata	No	1776
Hiatella_arctica	Mollusca	Yes	NA
Discopyge_tschudii	Chordata	No	NA
Phycis_blenNoides	Chordata	No	NA
Dissostichus_mawsoni	Chordata	No	NA
Antimora_rostrata	Chordata	No	NA
Callorhinchus_milii	Chordata	No	NA
Syngnathus_acus	Chordata	No	1758
Pariambus_typicus	Arthropoda	No	NA
Pomacanthus_paru	Chordata	No	NA
Zearaja_nasuta	Chordata	No	NA
Etmopterus_lucifer	Chordata	No	NA
Flaccisagitta_hexaptera	Chaetognatha	No	NA
Chaetodon_trifasciatus	Chordata	No	NA
ANobothrus_gracilis	Annelida	No	NA
Mycteroperca_bonaci	Chordata	No	NA
Chaetozone_zetlandica	Annelida	No	1911
Anas_gracilis	Chordata	No	NA
Glycera_unicornis	Annelida	No	1818
Hydrolagus_colliei	Chordata	No	NA
Pontoporeia_femorata	Arthropoda	No	NA
Flustra_foliacea	Bryozoa	No	NA
Haematopus_moquini	Chordata	No	NA
Spio_martinensis	Annelida	No	1896
Liparis_fabricii	Chordata	No	NA
Schistomysis_kervillei	Arthropoda	No	NA
Morone_americana	Chordata	No	NA
Diogenes_pugilator	Arthropoda	No	NA
Scarus_forsteni	Chordata	No	NA
Pagrus_pagrus	Chordata	No	NA
Hyas_coarctatus	Arthropoda	No	1815
Chromis_xanthura	Chordata	No	NA
Abalistes_stellatus	Chordata	No	NA
Lophius_vomerinus	Chordata	No	NA
Thracia_phaseolina	Mollusca	No	NA
Peprilus_paru	Chordata	No	NA
Pareucalanus_attenuatus	Arthropoda	No	1849
Lepidorhombus_boscii	Chordata	No	NA
MoNocorophium_insidiosum	Arthropoda	No	NA
Einhornia_crustulenta	Bryozoa	No	NA
Arenaria_interpres	Chordata	No	NA
Chaetodon_citrinellus	Chordata	No	NA
Cerianthus_lloydii	Cnidaria	No	1859
Pterodroma_hasitata	Chordata	No	NA
Icelus_spatula	Chordata	No	NA
Delphinapterus_leucas	Chordata	No	NA
Aphrodita_aculeata	Annelida	No	1758
Canthocalanus_pauper	Arthropoda	No	NA
Epinephelus_marginatus	Chordata	No	NA
Chaetodon_trifascialis	Chordata	No	NA
Scolecithrix_danae	Arthropoda	No	NA
Pomacentrus_wardi	Chordata	No	NA
Littorina_saxatilis	Mollusca	No	NA
Opisthonema_oglinum	Chordata	No	NA
Morus_serrator	Chordata	No	NA
Macroramphosus_scolopax	Chordata	No	NA
Mesosagitta_minima	Chaetognatha	No	NA
Tharyx_killariensis	Annelida	No	NA
Larimus_fasciatus	Chordata	No	NA
Pholoe_minuta	Annelida	No	NA
Scarus_vetula	Chordata	No	NA
Boops_boops	Chordata	No	NA
Spio_decorata	Annelida	No	1870
Pseudocheilinus_hexataenia	Chordata	No	NA
Coris_aygula	Chordata	No	NA
Thalassoma_amblycephalum	Chordata	No	NA
Palaemon_vulgaris	Arthropoda	No	1818
Dendrodoa_grossularia	Chordata	No	NA
Callorhinchus_capensis	Chordata	No	NA
Synchaeta_baltica	Rotifera	No	1834
Onykia_ingens	Mollusca	No	NA
Dascyllus_reticulatus	Chordata	No	NA
Puffinus_creatopus	Chordata	No	NA
Semibalanus_balaNoides	Arthropoda	No	NA
Hydrallmania_falcata	Cnidaria	No	NA
Holocentrus_adscensionis	Chordata	No	NA
Krohnitta_subtilis	Chaetognatha	No	NA
Carcharhinus_obscurus	Chordata	No	NA
Halipteris_californica	Cnidaria	No	NA
Liocarcinus_depurator	Arthropoda	No	NA
Zearaja_chilensis	Chordata	No	NA
Crossaster_papposus	EchiNodermata	No	NA
ParamphiNome_jeffreysii	Annelida	No	NA
Elseyornis_melaNops	Chordata	No	NA
Diastylis_bradyi	Arthropoda	No	1879
Pista_cristata	Annelida	No	NA
ChiroNomus_plumosus	Arthropoda	No	NA
Aricidea_(Strelzovia)_suecica	Annelida	No	NA
Agaricia_agaricites	Cnidaria	No	1758
Zeus_capensis	Chordata	No	NA
StephaNolepis_hispidus	Chordata	No	NA
Rimapenaeus_similis	Arthropoda	No	NA
Praxillella_affinis	Annelida	No	NA
Leptastrea_purpurea	Cnidaria	No	NA
Seriola_rivoliana	Chordata	No	1833
Scarus_globiceps	Chordata	No	NA
Lutjanus_kasmira	Chordata	No	NA
Conger_conger	Chordata	No	NA
SteNobrachius_leucopsarus	Chordata	No	NA
Magelona_filiformis	Annelida	No	1959
Abra_prismatica	Mollusca	No	NA
Fistularia_petimba	Chordata	No	NA
CyNoglossus_zanzibarensis	Chordata	No	NA
Mytilus_galloprovincialis	Mollusca	No	1819
Chlidonias_hybrida	Chordata	No	NA
Loligo_vulgaris	Mollusca	No	1798
Lutjanus_gibbus	Chordata	No	NA
Rexea_solandri	Chordata	No	NA
Trochochaeta_multisetosa	Annelida	No	NA
Zebrasoma_velifer	Chordata	No	NA
Centropages_furcatus	Arthropoda	No	NA
Coelorinchus_bollonsi	Chordata	No	NA
Menidia_peninsulae	Chordata	No	NA
Apeltes_quadracus	Chordata	No	NA
Chaetodon_reticulatus	Chordata	No	NA
Scarus_chameleon	Chordata	No	NA
Lutjanus_synagris	Chordata	No	NA
Pandalus_dispar	Arthropoda	No	NA
Neopomacentrus_azysron	Chordata	No	NA
Cheilinus_fasciatus	Chordata	No	NA
Lophius_budegassa	Chordata	No	1807
OceaNodroma_furcata	Chordata	No	NA
Pomacentrus_brachialis	Chordata	No	NA
Discoconchoecia_elegans	Arthropoda	No	NA
Krohnitta_pacifica	Chaetognatha	No	1897
AidaNosagitta_neglecta	Chaetognatha	No	NA
Podon_leuckartii	Arthropoda	No	NA
Ophiothrix_fragilis	EchiNodermata	Yes	NA
Cephaloscyllium_isabellum	Chordata	No	NA
Mulloidichthys_martinicus	Chordata	No	NA
Ammodytes_tobianus	Chordata	No	1758
PrioNotus_evolans	Chordata	No	NA
Centroscymnus_owstonii	Chordata	No	NA
Aetideus_armatus	Arthropoda	No	NA
Hippolyte_pleuracantha	Arthropoda	No	NA
Clupea_pallasii	Chordata	No	1847
Spirontocaris_spinus	Arthropoda	Yes	NA
Acropora_samoensis	Cnidaria	No	1891
Eudorella_truncatula	Arthropoda	No	NA
Charadrius_ruficapillus	Chordata	No	NA
Chaetodon_rainfordi	Chordata	No	NA
Cottunculus_microps	Chordata	No	1875
Oncorhynchus_nerka	Chordata	No	NA
Pseudosagitta_lyra	Chaetognatha	No	NA
Erignathus_barbatus	Chordata	No	NA
Argis_dentata	Arthropoda	No	NA
Ferosagitta_robusta	Chaetognatha	No	NA
Escharella_immersa	Bryozoa	No	NA
Eulalia_mustela	Annelida	No	1987
CoryphaeNoides_rupestris	Chordata	No	NA
CyNoscion_Nothus	Chordata	No	NA
Calidris_ruficollis	Chordata	No	NA
Lutjanus_carpoNotatus	Chordata	No	NA
Phalacrocorax_capensis	Chordata	No	NA
Selaroides_leptolepis	Chordata	No	NA
Anser_anser	Chordata	No	NA
Glycinde_Nordmanni	Annelida	No	NA
Kyphosus_sydneyanus	Chordata	No	NA
Tubulanus_polymorphus	Nemertea	No	NA
Pomacentrus_philippinus	Chordata	No	NA
Porites_porites	Cnidaria	No	NA
Holothuria_(Halodeima)_atra	EchiNodermata	No	NA
Scarus_dubius	Chordata	No	NA
Aricidea_(Acmira)_cerrutii	Annelida	No	NA
Pocillopora_damicornis	Cnidaria	Yes	1758
Seriolella_brama	Chordata	No	NA
Phalacrocorax_varius	Chordata	No	NA
Phtisica_marina	Arthropoda	No	1778
Centropyge_loriculus	Chordata	No	NA
Ferosagitta_ferox	Chaetognatha	No	NA
Clausocalanus_pergens	Arthropoda	No	NA
Achelous_gibbesii	Arthropoda	No	NA
Gymnelus_viridis	Chordata	No	NA
Neogobius_melaNostomus	Chordata	No	NA
Macronectes_halli	Chordata	No	NA
Eunice_vittata	Annelida	No	NA
Mitrocoma_cellularia	Cnidaria	No	NA
Carcharhinus_longimanus	Chordata	No	NA
Porites_vaughani	Cnidaria	No	1952
Pseudopolydora_pulchra	Annelida	No	NA
GymNocanthus_tricuspis	Chordata	No	NA
Holocentrus_rufus	Chordata	No	NA
Nucula_nucleus	Mollusca	No	NA
Philine_aperta	Mollusca	No	NA
Podon_intermedius	Arthropoda	No	NA
Syllis_cornuta	Annelida	No	1843
Pachyptila_turtur	Chordata	No	NA
TrygoNorrhina_fasciata	Chordata	No	NA
Mustelus_lenticulatus	Chordata	No	NA
Notolabrus_tetricus	Chordata	No	NA
Rhizostoma_pulmo	Cnidaria	No	NA
Chaetodon_vagabundus	Chordata	No	1758
LageNorhynchus_albirostris	Chordata	No	NA
Pholis_gunnellus	Chordata	No	NA
Delibus_nudus	Arthropoda	No	NA
Parupeneus_cyclostomus	Chordata	No	NA
Parupeneus_insularis	Chordata	No	2002
Ophelina_acuminata	Annelida	Yes	1843
Pomacentrus_bankanensis	Chordata	No	NA
Coris_gaimard	Chordata	No	NA
Micromesistius_australis	Chordata	No	NA
Bassanago_bulbiceps	Chordata	No	NA
Corystes_cassivelaunus	Arthropoda	No	NA
Odobenus_rosmarus	Chordata	No	NA
Lumbrineris_latreilli	Annelida	No	1833
CteNogobius_boleosoma	Chordata	No	NA
Stenella_attenuata	Chordata	No	1846
Epinephelus_andersoni	Chordata	No	NA
Acartia_(Acartia)_danae	Arthropoda	No	NA
Larus_delawarensis	Chordata	No	1815
Calocalanus_styliremis	Arthropoda	No	NA
Themisto_abyssorum	Arthropoda	No	NA
Myripristis_berndti	Chordata	No	NA
Oncaea_media	Arthropoda	No	NA
Taurulus_bubalis	Chordata	No	NA
Macrourus_carinatus	Chordata	No	NA
Scarus_oviceps	Chordata	No	NA
Nephtys_kersivalensis	Annelida	No	1908
Gnatholepis_thompsoni	Chordata	No	NA
Chlidonias_leucopterus	Chordata	No	NA
Holohalaelurus_regani	Chordata	No	NA
Carangoides_fulvoguttatus	Chordata	No	NA
Dichelopandalus_leptocerus	Arthropoda	No	NA
Alepocephalus_antipodianus	Chordata	No	NA
Pseudocaranx_dentex	Chordata	No	NA
Plectropomus_laevis	Chordata	No	NA
Chaetodon_pelewensis	Chordata	No	NA
Hoplichthys_haswelli	Chordata	No	NA
Cyathura_carinata	Arthropoda	No	NA
Brama_brama	Chordata	No	NA
DimophYes_arctica	Cnidaria	No	1897
Halichoeres_poeyi	Chordata	No	NA
Calocalanus_contractus	Arthropoda	No	NA
Scomberomorus_maculatus	Chordata	No	NA
Chaetozone_christiei	Annelida	No	2000
Euclymene_oerstedii	Annelida	No	NA
Myoxocephalus_quadricornis	Chordata	No	NA
Neomysis_integer	Arthropoda	No	NA
Sabinea_septemcarinata	Arthropoda	No	NA
Exogone_verugera	Annelida	No	NA
ThysaNoessa_inermis	Arthropoda	No	NA
ZoNosagitta_nagae	Chaetognatha	No	1967
Scarus_coeruleus	Chordata	No	NA
Chaetodon_kleinii	Chordata	No	NA
Scarus_spinus	Chordata	No	NA
Sphyrna_mokarran	Chordata	No	NA
Euchirella_rostrata	Arthropoda	No	NA
NaNomia_bijuga	Cnidaria	No	NA
Calanus_propinquus	Arthropoda	No	NA
Pseudocuma_(Pseudocuma)_longicorne	Arthropoda	No	NA
Platichthys_stellatus	Chordata	No	1788
Acropora_robusta	Cnidaria	No	1846
Squalus_suckleyi	Chordata	No	NA
Calanus_marshallae	Arthropoda	Yes	1974
Parophrys_vetulus	Chordata	No	NA
Pteroplatytrygon_violacea	Chordata	No	NA
Chlamys_islandica	Mollusca	No	NA
Pagurus_pollicaris	Arthropoda	No	1817
Larus_pacificus	Chordata	No	NA
RhiNochimaera_pacifica	Chordata	No	NA
Dalatias_licha	Chordata	No	NA
Arctozenus_risso	Chordata	No	NA
Helicolenus_percoides	Chordata	No	NA
Pachyptila_desolata	Chordata	No	NA
Branchiostoma_lanceolatum	Chordata	No	NA
Gammarus_oceanicus	Arthropoda	No	NA
Sepia_australis	Mollusca	No	1832
Aonides_oxycephala	Annelida	No	NA
Choerodon_fasciatus	Chordata	No	NA
Kyphosus_cinerascens	Chordata	No	NA
Millepora_alcicornis	Cnidaria	No	1758
Nototropis_vedlomensis	Arthropoda	No	NA
Abra_tenuis	Mollusca	No	NA
Porites_evermanni	Cnidaria	Yes	1907
Clausocalanus_paululus	Arthropoda	No	NA
Pleuromamma_piseki	Arthropoda	Yes	NA
Chaetodon_striatus	Chordata	No	1758
Hyala_vitrea	Mollusca	No	NA
Paragorgia_pacifica	Cnidaria	No	NA
Goniastrea_stelligera	Cnidaria	No	1846
Scorpaena_papillosa	Chordata	No	NA
Hydrophis_elegans	Chordata	No	NA
Glycera_oxycephala	Annelida	No	1887
Macropharyngodon_geoffroy	Chordata	No	NA
Tharyx_acutus	Annelida	No	1887
Paraulopus_nigripinnis	Chordata	No	NA
Clausocalanus_brevipes	Arthropoda	No	NA
Xyrichtys_splendens	Chordata	No	NA
Pomacentrus_amboinensis	Chordata	No	NA
Alepisaurus_ferox	Chordata	No	1833
Nephtys_longosetosa	Annelida	No	1842
Cyttus_Novaezealandiae	Chordata	No	NA
Malacocephalus_laevis	Chordata	No	NA
Sebastes_aleutianus	Chordata	Yes	NA
Nucula_proxima	Mollusca	No	NA
Sebastes_polyspinis	Chordata	No	NA
ZoNosagitta_bedoti	Chaetognatha	No	NA
Adelogorgia_phyllosclera	Cnidaria	No	1958
Unciola_irrorata	Arthropoda	No	NA
Alcyonidium_diaphanum	Bryozoa	No	NA
Thia_scutellata	Arthropoda	No	NA
Temora_discaudata	Arthropoda	No	1889
Pandalus_platyceros	Arthropoda	No	1851
Acropora_cytherea	Cnidaria	Yes	1846
Sthenelais_boa	Annelida	No	NA
SardiNops_sagax	Chordata	No	NA
Limulus_polyphemus	Arthropoda	No	NA
Chelidonichthys_queketti	Chordata	No	NA
Ameritella_agilis	Mollusca	No	NA
Dipolydora_caulleryi	Annelida	No	NA
Themisto_libellula	Arthropoda	No	1822
Scarus_altipinnis	Chordata	No	NA
Siganus_doliatus	Chordata	No	NA
Chrysiptera_rollandi	Chordata	No	NA
Sphaerodorum_gracilis	Annelida	No	NA
Mya_truncata	Mollusca	No	1758
Eumesogrammus_praecisus	Chordata	No	NA
Macropharyngodon_meleagris	Chordata	No	NA
